provinsi,kabupaten,tahun,indeks_pembangunan_manusia,angka_harapan_hidup,rerata_lama_sekolah,harapan_lama_sekolah,pengeluaran_per_kapita
JAMBI,Batang Hari,2012,66.97,69.53999999999999,7.175,12.22,9099.0
JAMBI,Muaro Jambi,2012,64.17,70.61,7.615,11.57,7021.0
JAMBI,Tanjung Jabung Timur,2012,58.63,65.045,5.609999999999999,10.57,7316.0
JAMBI,Tanjung Jabung Barat,2012,62.86,67.4,6.975,11.27,7736.0
JAMBI,Tebo,2012,65.23,69.595,6.96,11.36,8811.0
JAMBI,Bungo,2012,67.2,66.615,7.785,12.0,10326.0
JAMBI,Kota Jambi,2012,73.78,72.22999999999999,10.059999999999999,13.19,10073.0
JAMBI,Kota Sungai Penuh,2012,71.23,71.39,9.135000000000002,13.89,8996.0
SUMATERA SELATAN,Ogan Komering Ulu,2012,65.09,67.53999999999999,7.565,11.76,8470.0
SUMATERA SELATAN,Ogan Komering Ilir,2012,62.29,67.92500000000001,5.92,10.34,9176.0
SUMATERA SELATAN,Muara Enim,2012,63.34,67.64,7.140000000000001,10.86,8406.0
SUMATERA SELATAN,Lahat,2012,63.66,64.025,7.735,11.95,8305.0
SUMATERA SELATAN,Musi Rawas,2012,61.37,66.795,6.075,10.51,8362.0
SUMATERA SELATAN,Musi Banyuasin,2012,63.27,67.93,7.1,10.89,8059.0
SUMATERA SELATAN,Banyu Asin,2012,61.69,68.15,6.484999999999999,10.56,7686.0
SUMATERA SELATAN,Ogan Komering Ulu Selatan,2012,60.63,65.695,7.055,10.92,7018.0
SUMATERA SELATAN,Ogan Komering Ulu Timur,2012,65.18,67.69,6.595,11.28,10106.0
SUMATERA SELATAN,Ogan Ilir,2012,63.03,64.28,6.88,11.3,9208.0
SUMATERA SELATAN,Empat Lawang,2012,62.3,63.9,7.225,11.51,8393.0
SUMATERA SELATAN,Penukal Abab Lematang Ilir,2012,,,,,
SUMATERA SELATAN,Musi Rawas Utara,2012,,,,,
SUMATERA SELATAN,Kota Palembang,2012,74.74,69.73500000000001,9.77,13.14,12962.0
SUMATERA SELATAN,Kota Prabumulih,2012,70.95,69.33,8.825,11.97,11279.0
SUMATERA SELATAN,Kota Pagar Alam,2012,63.33,65.36,8.535,12.37,6774.0
SUMATERA SELATAN,Kota Lubuklinggau,2012,72.04,68.41499999999999,9.129999999999999,13.08,11668.0
BENGKULU,Bengkulu Selatan,2012,66.77,66.975,8.36,12.61,8566.0
BENGKULU,Rejang Lebong,2012,65.51,67.285,7.48,12.09,8631.0
BENGKULU,Bengkulu Utara,2012,65.47,67.295,7.25,11.98,9025.0
BENGKULU,Kaur,2012,62.32,65.375,7.615,11.73,7022.0
BENGKULU,Seluma,2012,61.55,66.32,7.01,11.62,6807.0
BENGKULU,Mukomuko,2012,64.16,65.68,7.2,11.36,9203.0
BENGKULU,Lebong,2012,62.84,61.955,7.345000000000001,10.96,9914.0
BENGKULU,Kepahiang,2012,63.86,66.545,7.43,11.67,8307.0
BENGKULU,Bengkulu Tengah,2012,63.12,67.555,6.59,11.79,7799.0
BENGKULU,Kota Bengkulu,2012,75.71,69.345,11.175,14.21,11518.0
LAMPUNG,Lampung Barat,2012,62.51,65.52000000000001,6.93,11.17,8169.0
LAMPUNG,Tanggamus,2012,61.14,66.63,6.255000000000001,11.03,7599.0
LAMPUNG,Lampung Selatan,2012,62.68,67.67,6.705,10.92,8076.0
LAMPUNG,Lampung Timur,2012,65.1,68.88,7.005,11.78,8542.0
LAMPUNG,Lampung Tengah,2012,65.6,68.44999999999999,6.93,11.27,9671.0
LAMPUNG,Lampung Utara,2012,62.93,67.50999999999999,7.555,11.39,7276.0
LAMPUNG,Way Kanan,2012,62.79,67.755,6.390000000000001,11.32,8114.0
LAMPUNG,Tulangbawang,2012,64.11,68.535,6.88,10.42,9539.0
LAMPUNG,Pesawaran,2012,59.98,66.87,6.755,11.16,6255.0
LAMPUNG,Pringsewu,2012,65.37,67.54499999999999,7.08,11.98,8630.0
LAMPUNG,Mesuji,2012,57.67,66.515,5.685,10.15,6503.0
LAMPUNG,Tulang Bawang Barat,2012,60.77,68.52000000000001,6.6,10.81,6814.0
LAMPUNG,Pesisir Barat,2012,,,,,
LAMPUNG,Kota Bandar Lampung,2012,72.88,70.19,10.155,13.05,10429.0
LAMPUNG,Kota Metro,2012,72.86,70.59,9.78,13.47,10281.0
KEP. BANGKA BELITUNG,Bangka,2012,67.99,70.345,7.734999999999999,11.21,10320.0
KEP. BANGKA BELITUNG,Belitung,2012,67.87,70.095,7.41,10.44,11874.0
KEP. BANGKA BELITUNG,Bangka Barat,2012,64.92,69.33,6.4350000000000005,10.41,10680.0
KEP. BANGKA BELITUNG,Bangka Tengah,2012,66.88,69.84,6.555,11.03,11544.0
KEP. BANGKA BELITUNG,Bangka Selatan,2012,61.17,66.36,5.515000000000001,9.78,10216.0
KEP. BANGKA BELITUNG,Belitung Timur,2012,66.59,70.925,7.300000000000001,10.51,9760.0
KEP. BANGKA BELITUNG,Kota Pangkal Pinang,2012,75.69,72.19999999999999,9.195,12.58,14132.0
KEPULAUAN RIAU,Karimun,2012,67.67,68.71000000000001,7.25,11.74,10876.0
KEPULAUAN RIAU,Bintan,2012,71.01,69.705,8.285,11.55,13270.0
KEPULAUAN RIAU,Natuna,2012,68.8,62.8,7.735,13.29,13253.0
KEPULAUAN RIAU,Lingga,2012,59.38,58.405,5.449999999999999,11.2,10739.0
KEPULAUAN RIAU,Kepulauan Anambas,2012,64.32,65.875,6.055,11.38,10762.0
KEPULAUAN RIAU,Kota Batam,2012,78.39,72.65,10.765,12.12,16479.0
KEPULAUAN RIAU,Kota Tanjung Pinang,2012,75.91,71.375,9.8,13.12,13800.0
DKI JAKARTA,Kep. Seribu,2012,66.92,66.97999999999999,7.855,10.93,11180.0
DKI JAKARTA,Kota Jakarta Selatan,2012,81.72,73.725,10.905,12.31,21628.0
DKI JAKARTA,Kota Jakarta Timur,2012,79.52,73.895,10.945,12.45,16101.0
DKI JAKARTA,Kota Jakarta Pusat,2012,78.44,73.47,10.775,12.28,15591.0
DKI JAKARTA,Kota Jakarta Barat,2012,78.05,73.16499999999999,9.93,11.66,18344.0
DKI JAKARTA,Kota Jakarta Utara,2012,76.89,72.725,9.899999999999999,11.8,16605.0
JAWA BARAT,Bogor,2012,65.66,70.37,6.970000000000001,10.91,9000.0
JAWA BARAT,Sukabumi,2012,62.27,69.57499999999999,6.32,10.73,7700.0
JAWA BARAT,Cianjur,2012,60.28,68.905,6.1850000000000005,10.62,6553.0
JAWA BARAT,Bandung,2012,68.13,72.89,8.135,11.26,8846.0
JAWA BARAT,Garut,2012,61.04,70.375,6.725,10.85,6233.0
JAWA BARAT,Tasikmalaya,2012,61.69,67.735,6.6850000000000005,11.83,6699.0
JAWA BARAT,Ciamis,2012,66.29,70.13499999999999,7.245,12.83,8007.0
JAWA BARAT,Kuningan,2012,65.6,72.1,7.04,11.4,8248.0
JAWA BARAT,Cirebon,2012,64.48,71.14,5.805,11.17,8905.0
JAWA BARAT,Majalengka,2012,63.13,68.425,6.515000000000001,11.22,8049.0
JAWA BARAT,Sumedang,2012,67.36,71.745,7.52,11.95,8699.0
JAWA BARAT,Indramayu,2012,62.09,70.11500000000001,5.1850000000000005,11.11,8404.0
JAWA BARAT,Subang,2012,64.86,71.08500000000001,5.994999999999999,11.15,9115.0
JAWA BARAT,Purwakarta,2012,66.3,69.87,7.0600000000000005,10.71,10333.0
JAWA BARAT,Karawang,2012,65.97,71.35499999999999,6.51,11.08,9671.0
JAWA BARAT,Bekasi,2012,69.38,73.005,8.24,11.05,10040.0
JAWA BARAT,Bandung Barat,2012,63.17,71.49000000000001,7.27,10.53,6976.0
JAWA BARAT,Pangandaran,2012,,,,,
JAWA BARAT,Kota Bogor,2012,72.25,72.505,9.59,11.98,10440.0
JAWA BARAT,Kota Sukabumi,2012,69.74,71.66499999999999,8.524999999999999,12.19,9467.0
JAWA BARAT,Kota Bandung,2012,78.3,73.715,10.35,13.05,14763.0
JAWA BARAT,Kota Cirebon,2012,71.97,71.65,9.395,12.5,10369.0
JAWA BARAT,Kota Bekasi,2012,77.71,74.095,10.455,12.43,14342.0
JAWA BARAT,Kota Depok,2012,77.28,73.85,10.6,12.47,14080.0
JAWA BARAT,Kota Cimahi,2012,74.99,73.495,10.435,13.23,10474.0
JAWA BARAT,Kota Tasikmalaya,2012,67.84,70.82,8.219999999999999,12.66,8013.0
JAWA BARAT,Kota Banjar,2012,67.53,70.06,7.6,12.15,9219.0
JAWA TENGAH,Cilacap,2012,65.72,72.595,6.29,11.34,8969.0
JAWA TENGAH,Banyumas,2012,68.06,72.765,7.074999999999999,11.95,9447.0
JAWA TENGAH,Purbalingga,2012,64.94,72.64,6.275,10.98,8450.0
JAWA TENGAH,Banjarnegara,2012,62.29,73.2,5.8149999999999995,10.22,7570.0
JAWA TENGAH,Kebumen,2012,64.47,72.43,6.445,11.74,7638.0
JAWA TENGAH,Purworejo,2012,69.4,73.605,7.545,12.74,9022.0
JAWA TENGAH,Wonosobo,2012,64.18,70.57,5.95,10.83,9404.0
JAWA TENGAH,Magelang,2012,64.75,73.08,6.835,11.08,7690.0
JAWA TENGAH,Boyolali,2012,69.51,75.46000000000001,6.765000000000001,11.24,11381.0
JAWA TENGAH,Klaten,2012,71.71,76.41499999999999,7.58,12.12,10858.0
JAWA TENGAH,Sukoharjo,2012,72.81,77.36,8.045,12.61,10112.0
JAWA TENGAH,Wonogiri,2012,65.75,75.66499999999999,6.07,11.47,8133.0
JAWA TENGAH,Karanganyar,2012,72.26,76.61500000000001,7.819999999999999,12.67,10191.0
JAWA TENGAH,Sragen,2012,68.91,75.145,6.3100000000000005,11.68,10698.0
JAWA TENGAH,Grobogan,2012,66.39,73.895,6.24,11.3,9208.0
JAWA TENGAH,Blora,2012,64.7,73.63999999999999,5.765000000000001,11.16,8448.0
JAWA TENGAH,Rembang,2012,66.03,74.035,6.425,11.02,8882.0
JAWA TENGAH,Pati,2012,66.13,75.285,6.1899999999999995,10.9,8997.0
JAWA TENGAH,Kudus,2012,70.57,76.31,7.625,11.71,9964.0
JAWA TENGAH,Jepara,2012,68.45,75.55000000000001,6.970000000000001,11.82,8999.0
JAWA TENGAH,Demak,2012,67.55,75.065,6.865,11.37,8924.0
JAWA TENGAH,Semarang,2012,70.88,75.39,7.365,12.33,10459.0
JAWA TENGAH,Temanggung,2012,64.91,75.205,6.3100000000000005,11.05,7952.0
JAWA TENGAH,Kendal,2012,67.55,73.985,6.36,11.47,9910.0
JAWA TENGAH,Batang,2012,63.09,74.27,5.71,10.43,7821.0
JAWA TENGAH,Pekalongan,2012,65.33,73.17,5.89,11.17,8752.0
JAWA TENGAH,Pemalang,2012,60.78,72.42,5.529999999999999,10.64,6725.0
JAWA TENGAH,Tegal,2012,62.67,70.53999999999999,6.01,11.16,7894.0
JAWA TENGAH,Brebes,2012,60.92,67.58,5.395,10.51,8592.0
JAWA TENGAH,Kota Magelang,2012,75.0,76.435,10.3,12.49,10169.0
JAWA TENGAH,Kota Surakarta,2012,78.44,76.87,10.135,13.5,12680.0
JAWA TENGAH,Kota Salatiga,2012,79.1,76.45500000000001,9.3,14.6,13966.0
JAWA TENGAH,Kota Semarang,2012,78.04,77.12,9.94,13.37,12488.0
JAWA TENGAH,Kota Pekalongan,2012,69.95,73.94999999999999,7.8100000000000005,11.13,10756.0
JAWA TENGAH,Kota Tegal,2012,70.68,73.925,7.654999999999999,11.33,11251.0
D I YOGYAKARTA,Kulon Progo,2012,69.74,74.815,7.96,12.87,8342.0
D I YOGYAKARTA,Bantul,2012,76.13,73.13499999999999,8.475,14.15,13798.0
D I YOGYAKARTA,Gunung Kidul,2012,65.69,73.315,6.13,12.14,8170.0
D I YOGYAKARTA,Sleman,2012,80.1,74.4,10.02,15.48,13916.0
D I YOGYAKARTA,Kota Yogyakarta,2012,83.29,73.975,11.165,15.82,16498.0
JAWA TIMUR,Pacitan,2012,62.94,69.88499999999999,6.16,11.35,7496.0
JAWA TIMUR,Ponorogo,2012,66.16,71.04499999999999,6.585,12.56,8188.0
JAWA TIMUR,Trenggalek,2012,65.01,71.71000000000001,6.68,11.22,8249.0
JAWA TIMUR,Tulungagung,2012,68.29,72.09,7.295,11.93,9256.0
JAWA TIMUR,Blitar,2012,66.17,71.685,6.585,11.34,9076.0
JAWA TIMUR,Kediri,2012,67.29,71.24000000000001,7.12,11.57,9449.0
JAWA TIMUR,Malang,2012,64.71,70.995,6.515000000000001,10.87,8633.0
JAWA TIMUR,Lumajang,2012,61.31,68.195,5.805,10.71,7772.0
JAWA TIMUR,Jember,2012,61.31,66.925,5.455,11.11,8069.0
JAWA TIMUR,Banyuwangi,2012,66.12,69.07,6.48,11.25,10118.0
JAWA TIMUR,Bondowoso,2012,62.24,64.5,5.175000000000001,12.42,8856.0
JAWA TIMUR,Situbondo,2012,62.23,67.21000000000001,5.165,12.2,8174.0
JAWA TIMUR,Probolinggo,2012,61.33,64.86,5.195,10.91,9721.0
JAWA TIMUR,Pasuruan,2012,62.31,69.03,6.115,10.73,8075.0
JAWA TIMUR,Sidoarjo,2012,75.14,72.695,9.715,12.54,12457.0
JAWA TIMUR,Mojokerto,2012,69.17,70.995,7.3100000000000005,11.81,10915.0
JAWA TIMUR,Jombang,2012,67.82,70.555,7.385,11.92,9493.0
JAWA TIMUR,Nganjuk,2012,68.07,70.035,6.835,11.77,10656.0
JAWA TIMUR,Madiun,2012,67.32,68.87,6.765000000000001,12.06,10429.0
JAWA TIMUR,Magetan,2012,69.56,71.065,7.244999999999999,12.54,10375.0
JAWA TIMUR,Ngawi,2012,66.72,70.46000000000001,6.155,11.96,9905.0
JAWA TIMUR,Bojonegoro,2012,64.2,69.255,5.8149999999999995,11.74,8809.0
JAWA TIMUR,Tuban,2012,63.36,69.42,5.84,11.02,8706.0
JAWA TIMUR,Lamongan,2012,67.51,70.62,6.880000000000001,12.34,9386.0
JAWA TIMUR,Gresik,2012,72.12,71.455,8.33,12.63,11360.0
JAWA TIMUR,Bangkalan,2012,59.65,68.83,4.95,10.67,7316.0
JAWA TIMUR,Sampang,2012,55.78,66.71000000000001,3.255,9.86,7692.0
JAWA TIMUR,Pamekasan,2012,61.21,65.755,5.48,12.7,7260.0
JAWA TIMUR,Sumenep,2012,60.08,69.17,4.535,12.01,6834.0
JAWA TIMUR,Kota Kediri,2012,73.66,72.755,9.495000000000001,13.09,10432.0
JAWA TIMUR,Kota Blitar,2012,73.53,71.93,9.49,12.29,11534.0
JAWA TIMUR,Kota Malang,2012,78.04,71.52,9.690000000000001,14.01,15287.0
JAWA TIMUR,Kota Probolinggo,2012,68.93,68.735,8.195,12.42,9864.0
JAWA TIMUR,Kota Pasuruan,2012,72.01,69.755,8.85,12.87,11184.0
JAWA TIMUR,Kota Mojokerto,2012,74.2,71.605,9.825,12.98,11191.0
JAWA TIMUR,Kota Madiun,2012,77.21,71.595,10.280000000000001,12.56,14317.0
JAWA TIMUR,Kota Surabaya,2012,78.05,73.08,9.74,13.05,15104.0
JAWA TIMUR,Kota Batu,2012,70.62,71.3,7.75,12.67,10667.0
BANTEN,Pandeglang,2012,60.48,62.61,6.425,12.17,7426.0
BANTEN,Lebak,2012,60.22,65.685,5.68,10.96,7859.0
BANTEN,Tangerang,2012,68.83,68.86000000000001,7.8500000000000005,11.18,11640.0
BANTEN,Serang,2012,62.97,62.855000000000004,6.57,11.72,9777.0
BANTEN,Kota Tangerang,2012,74.57,71.03,9.815,12.23,13515.0
BANTEN,Kota Cilegon,2012,70.07,65.765,9.035,12.18,11852.0
BANTEN,Kota Serang,2012,69.43,67.175,8.465,11.82,11880.0
BANTEN,Kota Tangerang Selatan,2012,77.68,72.03,10.8,12.79,14131.0
BALI,Jembrana,2012,67.94,71.03,7.38,11.21,10676.0
BALI,Tabanan,2012,71.69,72.28999999999999,7.785,11.6,13266.0
BALI,Badung,2012,77.26,73.99,9.045,12.85,15795.0
BALI,Gianyar,2012,73.36,72.51499999999999,7.9,12.88,13031.0
BALI,Klungkung,2012,67.64,69.61,6.845,12.3,10358.0
BALI,Bangli,2012,64.53,69.125,6.015000000000001,10.75,10341.0
BALI,Karangasem,2012,62.95,68.9,5.25,11.44,9128.0
BALI,Buleleng,2012,68.29,70.355,6.535,11.75,11946.0
BALI,Kota Denpasar,2012,80.45,73.38,10.8,12.79,18227.0
NUSA TENGGARA BARAT,Lombok Barat,2012,62.24,63.985,5.18,11.9,10250.0
NUSA TENGGARA BARAT,Lombok Tengah,2012,60.57,63.96,5.15,11.82,8567.0
NUSA TENGGARA BARAT,Lombok Timur,2012,60.73,63.51,5.949999999999999,12.47,7652.0
NUSA TENGGARA BARAT,Sumbawa,2012,61.96,65.215,7.1,11.76,7299.0
NUSA TENGGARA BARAT,Dompu,2012,62.6,64.555,7.345000000000001,12.64,7169.0
NUSA TENGGARA BARAT,Bima,2012,61.05,64.07,6.95,11.81,7171.0
NUSA TENGGARA BARAT,Sumbawa Barat,2012,66.45,65.34,7.220000000000001,13.18,9815.0
NUSA TENGGARA BARAT,Lombok Utara,2012,58.19,64.66,4.665,11.46,7304.0
NUSA TENGGARA BARAT,Kota Mataram,2012,74.22,69.66999999999999,8.74,14.77,12380.0
NUSA TENGGARA BARAT,Kota Bima,2012,71.21,68.535,9.415,14.65,9142.0
NUSA TENGGARA TIMUR,Sumba Barat,2012,59.98,65.94999999999999,6.29,11.74,6478.0
NUSA TENGGARA TIMUR,Sumba Timur,2012,60.89,63.335,5.915,11.56,8510.0
NUSA TENGGARA TIMUR,Kupang,2012,60.34,62.62,6.5600000000000005,12.83,6675.0
NUSA TENGGARA TIMUR,Timor Tengah Selatan,2012,57.94,65.32,5.7,11.79,5846.0
NUSA TENGGARA TIMUR,Timor Tengah Utara,2012,59.04,65.82,6.15,12.93,5468.0
NUSA TENGGARA TIMUR,Belu,2012,57.58,62.114999999999995,6.225,10.73,6770.0
NUSA TENGGARA TIMUR,Alor,2012,56.47,59.620000000000005,7.279999999999999,10.79,6168.0
NUSA TENGGARA TIMUR,Lembata,2012,59.51,65.14500000000001,6.859999999999999,10.89,6602.0
NUSA TENGGARA TIMUR,Flores Timur,2012,58.93,63.825,6.63,10.72,6888.0
NUSA TENGGARA TIMUR,Sikka,2012,60.12,65.585,6.365,10.81,7314.0
NUSA TENGGARA TIMUR,Ende,2012,63.93,64.13,6.98,13.05,8322.0
NUSA TENGGARA TIMUR,Ngada,2012,63.57,67.215,7.265000000000001,11.62,7770.0
NUSA TENGGARA TIMUR,Manggarai,2012,58.92,64.63,6.615,10.87,6511.0
NUSA TENGGARA TIMUR,Rote Ndao,2012,56.56,62.235,5.9,11.92,5612.0
NUSA TENGGARA TIMUR,Manggarai Barat,2012,58.13,65.735,6.48,9.73,6694.0
NUSA TENGGARA TIMUR,Sumba Tengah,2012,56.66,67.475,4.995,11.05,5617.0
NUSA TENGGARA TIMUR,Sumba Barat Daya,2012,58.22,66.93,5.779999999999999,11.68,5667.0
NUSA TENGGARA TIMUR,Nagekeo,2012,61.6,65.97,6.7,11.09,7645.0
NUSA TENGGARA TIMUR,Manggarai Timur,2012,55.28,67.185,6.029999999999999,9.86,5008.0
NUSA TENGGARA TIMUR,Sabu Raijua,2012,50.3,57.47,4.904999999999999,11.31,4564.0
NUSA TENGGARA TIMUR,Malaka,2012,,,,,
NUSA TENGGARA TIMUR,Kota Kupang,2012,76.38,67.935,11.129999999999999,14.99,12470.0
KALIMANTAN BARAT,Sambas,2012,61.53,67.53,5.5600000000000005,10.99,8673.0
KALIMANTAN BARAT,Bengkayang,2012,63.42,72.84,5.835,10.84,7956.0
KALIMANTAN BARAT,Landak,2012,62.38,71.905,7.01,11.46,6201.0
KALIMANTAN BARAT,Mempawah,2012,60.75,70.185,5.955,10.45,6863.0
KALIMANTAN BARAT,Sanggau,2012,61.39,70.195,6.145,10.2,7326.0
KALIMANTAN BARAT,Ketapang,2012,62.04,70.45,6.055,10.02,8133.0
KALIMANTAN BARAT,Sintang,2012,61.66,70.88999999999999,6.015000000000001,9.99,7771.0
KALIMANTAN BARAT,Kapuas Hulu,2012,61.85,71.86500000000001,6.17,11.43,6283.0
KALIMANTAN BARAT,Sekadau,2012,60.14,70.695,6.26,10.31,6557.0
KALIMANTAN BARAT,Melawi,2012,61.58,72.32,5.66,10.16,7535.0
KALIMANTAN BARAT,Kayong Utara,2012,57.53,66.97,4.895,10.57,6479.0
KALIMANTAN BARAT,Kubu Raya,2012,63.42,69.58500000000001,6.125,11.98,7821.0
KALIMANTAN BARAT,Kota Pontianak,2012,75.55,71.935,9.120000000000001,13.53,13496.0
KALIMANTAN BARAT,Kota Singkawang,2012,68.54,70.765,7.074999999999999,11.89,10878.0
KALIMANTAN TENGAH,Kotawaringin Barat,2012,68.63,69.545,7.46,11.29,11807.0
KALIMANTAN TENGAH,Kotawaringin Timur,2012,66.61,69.185,7.295,10.89,10170.0
KALIMANTAN TENGAH,Kapuas,2012,64.38,68.075,6.825,10.76,9479.0
KALIMANTAN TENGAH,Barito Selatan,2012,65.76,65.86500000000001,8.0,10.96,10101.0
KALIMANTAN TENGAH,Barito Utara,2012,64.72,70.675,7.725,11.0,7564.0
KALIMANTAN TENGAH,Sukamara,2012,63.52,70.965,6.98,10.69,7522.0
KALIMANTAN TENGAH,Lamandau,2012,66.49,68.85,7.425,11.34,9837.0
KALIMANTAN TENGAH,Seruyan,2012,62.39,68.35499999999999,6.8149999999999995,10.57,7873.0
KALIMANTAN TENGAH,Katingan,2012,64.87,64.77000000000001,8.135,11.14,9357.0
KALIMANTAN TENGAH,Pulang Pisau,2012,64.28,67.22,7.29,11.44,8479.0
KALIMANTAN TENGAH,Gunung Mas,2012,67.3,69.36500000000001,8.440000000000001,10.62,9544.0
KALIMANTAN TENGAH,Barito Timur,2012,67.97,67.18,8.745000000000001,11.27,10436.0
KALIMANTAN TENGAH,Murung Raya,2012,64.85,68.88,7.115,10.73,9223.0
KALIMANTAN TENGAH,Kota Palangka Raya,2012,77.4,72.71000000000001,10.375,14.31,12311.0
KALIMANTAN SELATAN,Tanah Laut,2012,65.16,68.065,6.9350000000000005,10.36,10426.0
KALIMANTAN SELATAN,Kotabaru,2012,64.87,68.015,6.49,10.84,10355.0
KALIMANTAN SELATAN,Banjar,2012,65.04,65.115,6.755000000000001,10.57,11921.0
KALIMANTAN SELATAN,Barito Kuala,2012,61.62,64.22999999999999,6.24,11.22,8758.0
KALIMANTAN SELATAN,Tapin,2012,65.92,68.85,6.83,10.74,10752.0
KALIMANTAN SELATAN,Hulu Sungai Selatan,2012,64.03,63.31,7.02,11.04,10867.0
KALIMANTAN SELATAN,Hulu Sungai Tengah,2012,64.34,64.015,6.995,11.23,10802.0
KALIMANTAN SELATAN,Hulu Sungai Utara,2012,60.12,61.739999999999995,6.465,11.52,7986.0
KALIMANTAN SELATAN,Tabalong,2012,67.36,69.255,7.57,11.8,9781.0
KALIMANTAN SELATAN,Tanah Bumbu,2012,66.13,68.70500000000001,7.0,10.84,10619.0
KALIMANTAN SELATAN,Balangan,2012,63.69,66.49000000000001,6.275,10.63,10571.0
KALIMANTAN SELATAN,Kota Banjarmasin,2012,73.45,69.87,9.295,13.18,12336.0
KALIMANTAN SELATAN,Kota Banjar Baru,2012,76.67,70.995,10.475,14.55,12180.0
KALIMANTAN TIMUR,Paser,2012,68.18,71.795,7.645,11.88,9150.0
KALIMANTAN TIMUR,Kutai Barat,2012,67.14,71.84,7.529999999999999,11.57,8801.0
KALIMANTAN TIMUR,Kutai Kartanegara,2012,69.12,71.41,8.17,12.11,9281.0
KALIMANTAN TIMUR,Kutai Timur,2012,68.71,72.17500000000001,8.350000000000001,11.59,9049.0
KALIMANTAN TIMUR,Berau,2012,70.77,71.045,8.26,12.06,11188.0
KALIMANTAN TIMUR,Penajam Paser Utara,2012,67.17,70.34,7.050000000000001,11.39,10199.0
KALIMANTAN TIMUR,Mahakam Ulu,2012,,,,,
KALIMANTAN TIMUR,Kota Balikpapan,2012,76.56,73.86500000000001,10.280000000000001,12.47,13127.0
KALIMANTAN TIMUR,Kota Samarinda,2012,77.34,73.505,9.995000000000001,13.64,13292.0
KALIMANTAN TIMUR,Kota Bontang,2012,77.55,73.60499999999999,10.355,12.12,15318.0
KALIMANTAN UTARA,Malinau,2012,68.88,70.635,7.710000000000001,13.12,9135.0
KALIMANTAN UTARA,Bulungan,2012,68.16,71.71000000000001,7.8500000000000005,12.44,8534.0
KALIMANTAN UTARA,Tana Tidung,2012,62.91,70.155,7.475,11.3,6391.0
KALIMANTAN UTARA,Nunukan,2012,61.18,70.4,6.975,11.58,5716.0
KALIMANTAN UTARA,Kota Tarakan,2012,72.53,73.045,9.135,12.57,10354.0
SULAWESI UTARA,Bolaang Mongondow,2012,63.78,67.935,6.895,10.59,8928.0
SULAWESI UTARA,Minahasa,2012,71.43,70.11500000000001,9.1,12.34,11067.0
SULAWESI UTARA,Kepulauan Sangihe,2012,65.87,68.88,7.175,10.79,10163.0
SULAWESI UTARA,Kepulauan Talaud,2012,65.51,69.015,8.649999999999999,11.46,7641.0
SULAWESI UTARA,Minahasa Selatan,2012,67.26,68.83,8.32,10.83,10183.0
SULAWESI UTARA,Minahasa Utara,2012,70.0,70.655,8.995000000000001,11.65,10129.0
SULAWESI UTARA,Bolaang Mongondow Utara,2012,62.88,66.52000000000001,6.85,11.25,7896.0
SULAWESI UTARA,Siau Tagulandang Biaro,2012,63.35,69.08500000000001,7.985,10.59,7166.0
SULAWESI UTARA,Minahasa Tenggara,2012,67.1,69.31,8.16,11.21,9362.0
SULAWESI UTARA,Bolaang Mongondow Selatan,2012,61.48,63.82000000000001,6.955,11.21,8009.0
SULAWESI UTARA,Bolaang Mongondow Timur,2012,61.93,66.98,7.005,10.49,7787.0
SULAWESI UTARA,Kota Manado,2012,76.15,71.16499999999999,10.775,13.22,12631.0
SULAWESI UTARA,Kota Bitung,2012,69.89,70.19,9.025,10.83,11120.0
SULAWESI UTARA,Kota Tomohon,2012,72.5,70.36500000000001,9.79,13.3,10110.0
SULAWESI UTARA,Kota Kotamobagu,2012,69.31,69.58500000000001,9.055,11.96,9261.0
SULAWESI TENGAH,Banggai Kepulauan,2012,61.09,64.045,7.275,12.03,6745.0
SULAWESI TENGAH,Banggai,2012,65.44,69.655,7.425,11.38,8447.0
SULAWESI TENGAH,Morowali,2012,66.48,67.985,7.675,11.3,9707.0
SULAWESI TENGAH,Poso,2012,66.2,69.91,8.365,12.21,7430.0
SULAWESI TENGAH,Donggala,2012,61.33,65.64500000000001,7.19,11.1,6811.0
SULAWESI TENGAH,Toli-Toli,2012,60.05,63.635,7.355,11.41,6565.0
SULAWESI TENGAH,Buol,2012,63.98,66.55000000000001,7.96,12.53,7067.0
SULAWESI TENGAH,Parigi Moutong,2012,61.13,63.1,6.609999999999999,11.13,8421.0
SULAWESI TENGAH,Tojo Una-Una,2012,59.55,63.730000000000004,6.965,11.01,6709.0
SULAWESI TENGAH,Sigi,2012,62.88,68.565,7.8149999999999995,11.11,6773.0
SULAWESI TENGAH,Banggai Laut,2012,,,,,
SULAWESI TENGAH,Morowali Utara,2012,,,,,
SULAWESI TENGAH,Kota Palu,2012,78.36,69.87,10.825,14.77,14090.0
SULAWESI SELATAN,Kepulauan Selayar,2012,62.87,67.41499999999999,6.79,11.78,7506.0
SULAWESI SELATAN,Bulukumba,2012,63.82,66.25999999999999,6.67,11.56,9136.0
SULAWESI SELATAN,Bantaeng,2012,63.99,69.53,5.890000000000001,10.7,10117.0
SULAWESI SELATAN,Jeneponto,2012,59.62,65.21,5.404999999999999,10.54,8305.0
SULAWESI SELATAN,Takalar,2012,61.66,65.785,6.285,10.17,9165.0
