hidden_layer,hidden_neuron,lr,epoch,mse,bobot,bias,bobot_output,bias_output
2,"(4, 1)",0.005,200,0.03120716204239122,"[[[np.float64(-8.450245542224266), np.float64(-20.275536343694977), np.float64(-20.857436244910218), np.float64(-3.3707508951302723)], [np.float64(-7.907680903157764), np.float64(-20.108481084211505), np.float64(-20.966179181082786), np.float64(-2.9564421137908137)], [np.float64(-7.76946031232652), np.float64(-19.631613581876024), np.float64(-20.451497193563174), np.float64(-2.596120636338053)], [np.float64(-7.075835722103946), np.float64(-18.447358001819925), np.float64(-19.45969930473215), np.float64(-2.617113382682597)]], [[np.float64(-126.26678880758529)], [np.float64(-128.71896447649067)], [np.float64(-101.54219886011518)], [np.float64(-131.6195549307531)]]]","[[0.49990846145548185, 0.37398709008632036, 0.4928923988213607, np.float64(-6.1321535037251795)], [np.float64(-47.84167332667231)]]",[np.float64(0.5528844768515072)],0.5051088662636558
2,"(4, 1)",0.005,500,0.04331162099730894,"[[[np.float64(-8.982054377730252), np.float64(-0.7220171065339983), np.float64(-0.24423445569369556), np.float64(-10.67306487741307)], [np.float64(-9.238757195899614), np.float64(-0.5709685896612768), np.float64(-0.4540535578584002), np.float64(-10.044426773846473)], [np.float64(-8.879192446076999), np.float64(-0.47971146212224347), np.float64(-0.7815830840576072), np.float64(-9.759015370854984)], [np.float64(-8.114594683186583), np.float64(-0.8579675156695619), np.float64(-0.8040293607011533), np.float64(-9.165704669762226)]], [[np.float64(-46.35580743804389)], [np.float64(-31.859101867342847)], [np.float64(-44.74648322822216)], [np.float64(-70.99642469752354)]]]","[[0.7196229903839906, 0.3749840110825645, 0.8739659448292262, np.float64(-20.61550676140709)], [np.float64(-22.8007681522343)]]",[np.float64(0.38026400851170744)],0.6137967041608372
2,"(4, 1)",0.01,200,0.16377995908955634,"[[[np.float64(0.43185373391299164), np.float64(0.5766295290613173), np.float64(0.8993684909063647), np.float64(0.43581639318935095)], [np.float64(0.4509053963293521), np.float64(0.7866919651666157), np.float64(0.7881466314678832), np.float64(-0.06555826591298287)], [np.float64(0.7996017427827742), np.float64(0.03844230066800082), np.float64(0.8557448089482506), np.float64(0.8460109567676988)], [np.float64(0.035242748324521615), np.float64(0.6463927869662482), np.float64(0.26731572302830325), np.float64(0.5003966203583565)]], [[np.float64(0.33587341485231015)], [np.float64(0.08441570720273604)], [np.float64(-0.5273796627781352)], [np.float64(0.18809517138357837)]]]","[[0.6353855959774763, 0.9339706212292694, 0.7013883448575817, np.float64(0.43965168324645865)], [np.float64(0.2856715487845869)]]",[np.float64(0.0032691517072247597)],0.8662294883698555
2,"(4, 1)",0.01,500,0.03120654009328588,"[[[np.float64(-0.10864759853341521), np.float64(-18.311394515765112), np.float64(-20.647054301607046), np.float64(-26.231646462021047)], [np.float64(-0.9055071287259525), np.float64(-18.509082136249543), np.float64(-20.728487099269408), np.float64(-26.427689112080905)], [np.float64(0.006024529236986639), np.float64(-17.864556642100695), np.float64(-20.14849000539895), np.float64(-26.055712513734466)], [np.float64(0.049336349045336896), np.float64(-16.927716519086978), np.float64(-18.688267879671464), np.float64(-24.41265613116267)]], [[np.float64(-186.11190524186614)], [np.float64(-83.80738567763923)], [np.float64(-104.0740248562697)], [np.float64(-54.92342964756193)]]]","[[0.98356459446281, 0.6710613938076562, 0.06495677781708398, np.float64(-52.53254057191238)], [np.float64(-56.30851970029781)]]",[np.float64(0.5961498862898189)],0.5060847527134295
2,"(4, 2)",0.005,200,0.04009243313504548,"[[[np.float64(-50.34417048871843), np.float64(-50.32831115268447), np.float64(-29.09075250217673), np.float64(-11.975636353735725)], [np.float64(-49.887807269155154), np.float64(-50.11943666040967), np.float64(-28.91304407891796), np.float64(-11.621960905552216)], [np.float64(-49.33383576312374), np.float64(-48.46742724435408), np.float64(-28.31706937618893), np.float64(-11.646270028503228)], [np.float64(-45.606057187505435), np.float64(-45.16016500035889), np.float64(-26.158084507277326), np.float64(-10.86140891295197)]], [[np.float64(-176.37450266670592), np.float64(-354.59361889519664)], [np.float64(-66.2899826455566), np.float64(-134.22550335415087)], [np.float64(-111.71934878938322), np.float64(-224.33569644826915)], [np.float64(-42.424850618105104), np.float64(-85.35789654622192)]]]","[[0.8700191203878341, 0.06425014154068931, 0.6796859583945363, np.float64(-23.233855725619744)], [0.40062731283461517, np.float64(-107.3475332304646)]]","[np.float64(0.40031398451895833), np.float64(0.7366652688998634)]",0.4627105915862475
2,"(4, 2)",0.005,500,0.16086294467890297,"[[[np.float64(-26.713301458092804), np.float64(-6.730738508928008), np.float64(-43.462375848011646), np.float64(-29.480345965311596)], [np.float64(-26.466370887752166), np.float64(-6.60783740153439), np.float64(-43.60243140564385), np.float64(-29.72040404230397)], [np.float64(-25.96479464989554), np.float64(-6.397066216619534), np.float64(-42.996053145894194), np.float64(-29.226810534678467)], [np.float64(-24.16940905262862), np.float64(-5.677983161681906), np.float64(-39.30390304449585), np.float64(-26.627590590835297)]], [[np.float64(-117.88636149913832), np.float64(-249.03109281743102)], [np.float64(-71.37090950202389), np.float64(-150.2723111072161)], [np.float64(-81.49776138015481), np.float64(-171.46809403014723)], [np.float64(-94.0334319429771), np.float64(-197.88948983677332)]]]","[[0.43626768461742726, 0.3732242008475961, 0.5445593513743808, np.float64(-57.86208605154326)], [0.8607974967185562, np.float64(-96.67492287218907)]]","[np.float64(0.19084435969892877), np.float64(0.8041961268736351)]",0.6983137049828179
2,"(4, 2)",0.01,200,0.1370987642172392,"[[[np.float64(-117.24239498579978), np.float64(-183.03814611102493), np.float64(-149.49761944911543), np.float64(-22.30807864097767)], [np.float64(-116.9208054057443), np.float64(-181.76347907997933), np.float64(-148.82515586400146), np.float64(-22.216615261551564)], [np.float64(-114.16605632792422), np.float64(-177.8839255468813), np.float64(-145.7059771392484), np.float64(-21.136205164607926)], [np.float64(-106.03666253956901), np.float64(-165.42335611672215), np.float64(-135.99864441602247), np.float64(-20.032376041064968)]], [[np.float64(-501.8719499608909), np.float64(-651.2711907864775)], [np.float64(-527.2234123564157), np.float64(-684.06004222912)], [np.float64(-526.1559040230713), np.float64(-683.4109904778977)], [np.float64(-401.82732121873863), np.float64(-521.9084537342424)]]]","[[0.2894271535331906, 0.14876936199075985, 0.24798496955672256, np.float64(-43.4302804066101)], [0.8248382368837945, np.float64(-302.4306755305413)]]","[np.float64(0.5218845931529863), np.float64(0.5733827474383555)]",0.41033796591939614
2,"(4, 2)",0.01,500,0.15901937351889495,"[[[np.float64(-13.586500539824051), np.float64(-16.688079152514526), np.float64(-14.249171181808222), np.float64(-20.962551401193192)], [np.float64(-12.906003392370966), np.float64(-16.484546087877696), np.float64(-14.595543288109221), np.float64(-20.981504606628533)], [np.float64(-13.545197561965514), np.float64(-15.946830465585881), np.float64(-14.031256777693379), np.float64(-20.39001493849556)], [np.float64(-11.884002477176363), np.float64(-15.437899020943544), np.float64(-12.790327104394855), np.float64(-18.619722367723753)]], [[np.float64(-109.06734552803965), np.float64(-148.61243565327425)], [np.float64(-87.96627917038316), np.float64(-119.63293544891712)], [np.float64(-125.37524132371017), np.float64(-170.68764288212083)], [np.float64(-57.5847720425006), np.float64(-78.98276344431274)]]]","[[0.6644034656749862, 0.4340804073903728, 0.5502883531034594, np.float64(-40.798653939888744)], [0.8594995643471491, np.float64(-66.31718585072387)]]","[np.float64(0.2228892040718623), np.float64(0.48123508713771745)]",0.6684718981457154
2,"(4, 3)",0.005,200,0.1618327420757352,"[[[np.float64(-53.97213198073664), np.float64(-64.15004597165358), np.float64(-33.29869445373817), np.float64(-43.82826378326397)], [np.float64(-53.41007362991841), np.float64(-63.5188480203162), np.float64(-32.76500095462385), np.float64(-43.08277610305936)], [np.float64(-52.07093920870255), np.float64(-62.149909045834875), np.float64(-32.294944778444105), np.float64(-42.25510656695519)], [np.float64(-48.53940901190312), np.float64(-57.5169264529645), np.float64(-29.858090771800352), np.float64(-40.01623578537424)]], [[np.float64(-156.38920500867377), np.float64(-16.54032421438105), np.float64(-196.59922898011757)], [np.float64(-200.51231814542174), np.float64(-21.679033924733012), np.float64(-251.50041485103162)], [np.float64(-186.39329948432683), np.float64(-19.566984761606605), np.float64(-233.47307216812155)], [np.float64(-230.37883172268974), np.float64(-24.555955906835745), np.float64(-289.8484405051311)]]]","[[0.5887738393884333, 0.6827047780665656, 0.10592794586207888, np.float64(-85.7646086778145)], [0.8640499922671278, 0.7350328471887586, np.float64(-107.33613907824117)]]","[np.float64(0.32864337884748673), np.float64(-0.09148031056676773), np.float64(0.5724032409335678)]",0.6471904645795563
2,"(4, 3)",0.005,500,0.031206570837355688,"[[[np.float64(-61.752800853469786), np.float64(-87.7636161031665), np.float64(-68.60941625138352), np.float64(-49.23583758311648)], [np.float64(-61.63073114395349), np.float64(-87.10656074882627), np.float64(-68.07922900035669), np.float64(-49.013792696240934)], [np.float64(-59.86799895055562), np.float64(-85.35939670719326), np.float64(-66.26671553685051), np.float64(-47.98131688186976)], [np.float64(-55.42464645582007), np.float64(-79.54746540571591), np.float64(-61.8501665038781), np.float64(-44.633294052337426)]], [[np.float64(-319.85810926016313), np.float64(-254.1415179604175), np.float64(-145.7973172548975)], [np.float64(-438.5696802804111), np.float64(-348.8091363939151), np.float64(-199.5430195024814)], [np.float64(-262.72197403155053), np.float64(-209.8006193101378), np.float64(-119.79810188319779)], [np.float64(-103.50490246938209), np.float64(-82.78707450798768), np.float64(-47.15040561480833)]]]","[[0.8069653484381096, 0.9523273082952611, 0.4156647761876636, np.float64(-96.14164182365991)], [0.6220680136702457, 0.01539272107771883, np.float64(-58.478923060793)]]","[np.float64(0.79645514655434), np.float64(0.44209758428629414), np.float64(0.1551691278468179)]",0.0973091287815059
2,"(4, 3)",0.01,200,0.15914888653733494,"[[[np.float64(-67.50605805806765), np.float64(-143.20362530346912), np.float64(-50.37936763996272), np.float64(-46.73067459797271)], [np.float64(-66.63398577986837), np.float64(-142.0311680546205), np.float64(-49.926644242923125), np.float64(-46.80760199920955)], [np.float64(-65.01166205743553), np.float64(-138.87888625496416), np.float64(-49.76585941550495), np.float64(-46.02089471976723)], [np.float64(-61.308047884780265), np.float64(-129.52697734408972), np.float64(-45.4891537235252), np.float64(-42.4581991367939)]], [[np.float64(-386.69305120372644), np.float64(-135.07183885175633), np.float64(-383.9378145763826)], [np.float64(-410.2334254720024), np.float64(-142.9157375867679), np.float64(-406.6737286864527)], [np.float64(-348.083432978483), np.float64(-121.05228091078462), np.float64(-345.066249255806)], [np.float64(-352.0050555281975), np.float64(-122.71983453688772), np.float64(-349.3302545035284)]]]","[[0.6682094691029464, 0.3538980156517748, 0.07770875560239565, np.float64(-92.92744222325396)], [0.635709391979356, 0.296690632391848, np.float64(-166.70057269563972)]]","[np.float64(0.3494957996034208), np.float64(-0.03267489802470225), np.float64(0.3346631896091474)]",0.6477400928753223
2,"(4, 3)",0.01,500,0.04429195346600604,"[[[np.float64(-72.85104793126152), np.float64(-54.83932495454788), np.float64(-32.65451864029004), np.float64(-20.37835442069369)], [np.float64(-72.47338273125807), np.float64(-54.78489857178252), np.float64(-33.32135496054694), np.float64(-20.353945611583576)], [np.float64(-71.30823758209833), np.float64(-53.164072610824114), np.float64(-32.52990371729637), np.float64(-20.30848272538371)], [np.float64(-66.52506264683512), np.float64(-49.95664955574702), np.float64(-30.357813202027604), np.float64(-19.26853382931061)]], [[np.float64(-20.568149079993255), np.float64(-107.43231055002988), np.float64(-137.26515703856782)], [np.float64(-32.6591513024022), np.float64(-164.75689196494747), np.float64(-208.66015472088532)], [np.float64(-40.029979193299084), np.float64(-205.74999792447792), np.float64(-261.3918828686676)], [np.float64(-35.21585193407115), np.float64(-180.99913980352503), np.float64(-230.10499080112197)]]]","[[0.11712425212865096, 0.13389769116578776, 0.9154648025072063, np.float64(-41.377164759667615)], [0.9818151865016892, 0.1999088041457867, np.float64(-124.93151815172175)]]","[np.float64(0.031009594426210478), np.float64(0.5028606348699228), np.float64(0.560612178247317)]",0.6101659799157497
2,"(4, 4)",0.005,200,0.19535044144127323,"[[[np.float64(-12.619528354662325), np.float64(-33.45882115648719), np.float64(-27.278880551598157), np.float64(-33.819502488976966)], [np.float64(-13.292246942208214), np.float64(-33.78715273462206), np.float64(-27.799612922934582), np.float64(-33.17582698112811)], [np.float64(-12.472059908959448), np.float64(-33.371030306872846), np.float64(-26.855259051779722), np.float64(-32.56683981756876)], [np.float64(-11.598466815452689), np.float64(-30.357357325505852), np.float64(-24.972059976580205), np.float64(-30.07775333912637)]], [[np.float64(-35.22098899969425), np.float64(-27.027943953879426), np.float64(-97.90853748164797), np.float64(-128.14798356045054)], [np.float64(-27.25901473280789), np.float64(-20.863684683932195), np.float64(-76.8194150663866), np.float64(-100.75832213349759)], [np.float64(-32.86631336330879), np.float64(-25.777976155617484), np.float64(-92.27145282167852), np.float64(-120.39274198038326)], [np.float64(-36.46571624283072), np.float64(-28.186615580569274), np.float64(-103.23648804358663), np.float64(-134.81025275433234)]]]","[[0.21353180583783626, 0.31090435107990844, 0.17932730239054584, np.float64(-66.27187957497516)], [0.4004290262550517, 0.030264377010708388, 0.9165149030847196, np.float64(-63.50428379221678)]]","[np.float64(0.0035078666268935185), np.float64(0.026702121028336114), np.float64(0.24389157772155787), np.float64(0.47038737211544457)]",0.6814631009997382
2,"(4, 4)",0.005,500,0.1600531368258331,"[[[np.float64(-257.9323666444354), np.float64(-159.1118997104447), np.float64(-223.87132674525887), np.float64(-262.10229836022074)], [np.float64(-257.5375713287148), np.float64(-158.0538380562862), np.float64(-222.22680789439622), np.float64(-261.1159122529532)], [np.float64(-251.87838667736864), np.float64(-155.09193694022863), np.float64(-217.60723319329293), np.float64(-256.5518431266276)], [np.float64(-234.3658128215292), np.float64(-144.7823172038753), np.float64(-202.74212871361928), np.float64(-238.18767325335776)]], [[np.float64(-438.71058393840605), np.float64(-623.5194706357462), np.float64(-46.99276829650722), np.float64(-430.6183896068293)], [np.float64(-524.7700266378879), np.float64(-746.9277362000504), np.float64(-56.5662892714305), np.float64(-515.2331758975255)], [np.float64(-571.0072554187803), np.float64(-813.2684517916987), np.float64(-61.26204327793641), np.float64(-561.0522280646468)], [np.float64(-492.34649581745185), np.float64(-700.9741168816374), np.float64(-52.63428125845446), np.float64(-484.38715840328047)]]]","[[0.053045651718144016, 0.7419151175652611, 0.442450467668147, np.float64(-513.4818614124864)], [0.08413346701495816, 0.9568838656732085, 0.4622358250998738, np.float64(-223.35671220088142)]]","[np.float64(0.431581094237606), np.float64(0.4870295485179156), np.float64(-0.41540404756185584), np.float64(0.1467134752028737)]",0.5511462052846962
2,"(4, 4)",0.01,200,0.06580390680861382,"[[[np.float64(-219.67110620782987), np.float64(-536.6326551755253), np.float64(-492.3143007164644), np.float64(-392.32172543425173)], [np.float64(-219.4411659715817), np.float64(-534.1593764097541), np.float64(-490.1169437298186), np.float64(-391.1548478067931)], [np.float64(-215.30107745766236), np.float64(-523.5095207212547), np.float64(-480.32188193507216), np.float64(-383.2107799267935)], [np.float64(-199.96253197549848), np.float64(-487.66478012469213), np.float64(-446.5395348892964), np.float64(-356.671463506858)]], [[np.float64(-702.0842524004701), np.float64(-50.583601394145106), np.float64(-408.16025572377066), np.float64(-588.7970278749153)], [np.float64(-1325.1659333728778), np.float64(-95.52694832967649), np.float64(-770.5202989948567), np.float64(-1112.4941716394828)], [np.float64(-1454.5299638018453), np.float64(-104.67340871982745), np.float64(-845.6833890872256), np.float64(-1221.3445565937566)], [np.float64(-468.2226910499451), np.float64(-33.61582754831026), np.float64(-272.3481548700741), np.float64(-392.8591368807267)]]]","[[0.010664147484359954, 0.2969337146350952, 0.9688416551159739, np.float64(-767.6600571158958)], [0.5038846983891946, 0.3890299081647689, 0.17458581853963828, np.float64(-480.1279178150821)]]","[np.float64(0.36829851762081167), np.float64(-0.462095551893275), np.float64(-0.047752453896015644), np.float64(0.4173433790152383)]",0.741894954704518
2,"(4, 4)",0.01,500,0.0312154195776248,"[[[np.float64(-64.09401430807647), np.float64(-51.42119360692828), np.float64(-74.50875519103104), np.float64(-75.6214964038336)], [np.float64(-64.25027476163112), np.float64(-51.23476288273107), np.float64(-74.70730101703221), np.float64(-75.43125179828722)], [np.float64(-62.58315197974013), np.float64(-50.091904248280535), np.float64(-73.26652124094879), np.float64(-74.24629111821179)], [np.float64(-58.328227268664726), np.float64(-47.030915569557905), np.float64(-67.41582878396729), np.float64(-69.27277882738568)]], [[np.float64(-15.663961954345863), np.float64(-32.827888837666045), np.float64(-242.73911797806758), np.float64(-198.44044153542816)], [np.float64(-29.279205411215283), np.float64(-62.287503177258884), np.float64(-458.11530329935107), np.float64(-375.10395931259814)], [np.float64(-16.24437023362026), np.float64(-34.73654192467033), np.float64(-254.0846572781047), np.float64(-207.84278633639684)], [np.float64(-19.312734052706077), np.float64(-42.66975790378219), np.float64(-312.6254209444315), np.float64(-255.6965810737166)]]]","[[0.2610373329513609, 0.8829793737379926, 0.7477852420493629, np.float64(-149.45062682414382)], [0.0024927180260149173, 0.4341981086894442, 0.7013914104663482, np.float64(-106.59049310873819)]]","[np.float64(-0.18266467579216816), np.float64(-0.09179898140538953), np.float64(0.6652445438852906), np.float64(0.08094352606509364)]",0.2227842209583737
2,"(4, 5)",0.005,200,0.03120659993724103,"[[[np.float64(-202.79062614443615), np.float64(-175.6456550351246), np.float64(-248.52950599785922), np.float64(-274.02674138674166)], [np.float64(-202.1090459465436), np.float64(-175.0226728608997), np.float64(-246.96643530212344), np.float64(-272.8246995436044)], [np.float64(-197.68167336888837), np.float64(-171.40206892075435), np.float64(-242.81528795303618), np.float64(-267.59546635977733)], [np.float64(-183.86716790096006), np.float64(-160.06644827035905), np.float64(-225.85514621651396), np.float64(-249.144001524477)]], [[np.float64(-488.8637988960812), np.float64(-36.050141099340635), np.float64(-33.322163892712425), np.float64(-298.0534543169412), np.float64(-451.25863176341727)], [np.float64(-577.1485155238088), np.float64(-41.89415044962865), np.float64(-38.906545986763724), np.float64(-351.91986828411814), np.float64(-531.519379474097)], [np.float64(-389.81009652608896), np.float64(-27.936568747892885), np.float64(-26.43234950185943), np.float64(-237.86639080817798), np.float64(-359.3591067847777)], [np.float64(-437.18081391217163), np.float64(-31.995226535686516), np.float64(-29.934258153859123), np.float64(-267.1859115180049), np.float64(-402.85827465950246)]]]","[[0.6143326494678217, 0.24231384603024875, 0.1278566055020327, np.float64(-535.4315737928182)], [0.14711662864177988, 0.4160558280932194, 0.32411364089119155, 0.4602946214917688, np.float64(-252.47522537124294)]]","[np.float64(0.7643403803043596), np.float64(-0.05077166080888988), np.float64(-0.07182462163273301), np.float64(0.4884175460312407), np.float64(0.6429443660868176)]",0.29050651207330186
2,"(4, 5)",0.005,500,0.16169344263654595,"[[[np.float64(-40.258024636523), np.float64(-72.99348542667033), np.float64(-101.82312320654904), np.float64(-46.90853427605003)], [np.float64(-40.16798018942285), np.float64(-72.86660023010825), np.float64(-101.1560037228654), np.float64(-47.123782895769544)], [np.float64(-38.85829497969455), np.float64(-71.43884067898297), np.float64(-99.19654343845765), np.float64(-45.601307507064604)], [np.float64(-36.12249736649574), np.float64(-65.90985073140905), np.float64(-92.74112045014542), np.float64(-43.115615547877326)]], [[np.float64(-201.7266302142389), np.float64(-219.27147194374547), np.float64(-14.524855760844586), np.float64(-23.653778961087234), np.float64(-16.057360578272803)], [np.float64(-182.63887696074744), np.float64(-199.47185817432882), np.float64(-13.537143833166196), np.float64(-21.129926347884165), np.float64(-15.129995971399675)], [np.float64(-418.266745587945), np.float64(-454.6884381258778), np.float64(-31.102475140173894), np.float64(-49.231897851615855), np.float64(-34.44325988930029)], [np.float64(-253.443079165591), np.float64(-275.74198895750254), np.float64(-18.392398960501247), np.float64(-29.242794916076615), np.float64(-20.909603961758812)]]]","[[0.480268148912972, 0.14478789753928967, 0.9073865886162319, np.float64(-92.88186688609694)], [0.22490019433929231, 0.5676843050923792, 0.47178601397226594, 0.30303829616125544, np.float64(-10.97925587094405)]]","[np.float64(0.636218372271447), np.float64(0.5872370060504386), np.float64(-0.13483074984355034), np.float64(-0.05438506751361988), np.float64(-0.06274444337581253)]",0.4673755660969679
2,"(4, 5)",0.01,200,0.2837492768584819,"[[[np.float64(-402.9058654149946), np.float64(-501.4799901336856), np.float64(-370.1070049064476), np.float64(-346.32609325700747)], [np.float64(-401.7479026456277), np.float64(-499.69565915564965), np.float64(-367.82555662221904), np.float64(-345.31973828874845)], [np.float64(-392.97575545608146), np.float64(-489.3579178361066), np.float64(-360.80558491967025), np.float64(-337.91077097028375)], [np.float64(-365.9771761034526), np.float64(-455.75087080570495), np.float64(-335.3845552476084), np.float64(-314.4328936007806)]], [[np.float64(-624.3738389596181), np.float64(-18.737806615190426), np.float64(-1253.0323479960198), np.float64(-993.6173395360203), np.float64(-608.6454337027003)], [np.float64(-876.036907401713), np.float64(-26.055520193169706), np.float64(-1758.2919559022112), np.float64(-1393.3317256816288), np.float64(-855.0609216490741)], [np.float64(-597.8269408494688), np.float64(-18.103003985476132), np.float64(-1199.390755026993), np.float64(-950.1337742635873), np.float64(-582.9779778749695)], [np.float64(-663.9965393652055), np.float64(-19.783162037042597), np.float64(-1331.8107284559637), np.float64(-1056.0553257507274), np.float64(-647.3228444449624)]]]","[[0.33356231925855384, 0.9905374049882127, 0.5856156598827239, np.float64(-677.074624653905)], [0.8039270612978046, 0.3539509696174805, 0.3590169155295092, 0.632038545854773, np.float64(-260.97967406647933)]]","[np.float64(-0.02959342943979637), np.float64(-0.5708192288307339), np.float64(-0.2851388469081345), np.float64(-0.18540480229451195), np.float64(-0.18165518793466706)]",0.1108203041292877
2,"(4, 5)",0.01,500,0.2837492768584819,"[[[np.float64(-842.5390776726439), np.float64(-358.99917933029326), np.float64(-557.0349579066227), np.float64(-747.6801104666991)], [np.float64(-838.5470115010396), np.float64(-357.0896754934573), np.float64(-554.6203962994048), np.float64(-743.5430000076783)], [np.float64(-822.264367391839), np.float64(-349.84098350453513), np.float64(-543.8036267553151), np.float64(-728.7679156094343)], [np.float64(-765.1100257019174), np.float64(-325.73044763116326), np.float64(-505.8312585527277), np.float64(-678.274665176977)]], [[np.float64(-784.8447756522604), np.float64(-1891.626765766035), np.float64(-24.23433871910445), np.float64(-1110.3061944581423), np.float64(-1536.4492635055067)], [np.float64(-806.5670987569817), np.float64(-1942.2632699630435), np.float64(-25.136860182134576), np.float64(-1139.996079220005), np.float64(-1578.0623611584979)], [np.float64(-922.8757944960474), np.float64(-2223.1750211692156), np.float64(-28.919664245020684), np.float64(-1304.6065158476215), np.float64(-1806.1365474095924)], [np.float64(-1017.5397693234927), np.float64(-2450.1775879899164), np.float64(-31.5506471963238), np.float64(-1437.8157587068367), np.float64(-1989.7651171337363)]]]","[[0.8587257310791777, 0.23684663271092898, 0.14590195943899187, np.float64(-1460.3060595531388)], [0.8894494694102808, 0.8181383272859549, 0.625402999207436, 0.42815266354948445, np.float64(-610.5387678082981)]]","[np.float64(-0.5335003024174686), np.float64(-0.6221822889399716), np.float64(-1.1515437844057064), np.float64(-0.6474275576170047), np.float64(-0.4813158956411878)]",-0.1108974299257813
2,"(5, 1)",0.005,200,0.031206719857094955,"[[[np.float64(-10.062245352766327), np.float64(0.17193986411714718), np.float64(-4.100200805338201), np.float64(-5.437531680876144), np.float64(-3.6851647647281642)], [np.float64(-10.072274357218436), np.float64(-0.13454316209398007), np.float64(-4.2611823034107195), np.float64(-4.723819265401375), np.float64(-4.235858987272746)], [np.float64(-9.493654168639004), np.float64(0.41587808794770176), np.float64(-4.674204162863759), np.float64(-4.798734782214529), np.float64(-3.789206146569821)], [np.float64(-9.385981107373029), np.float64(0.017420461780106936), np.float64(-3.5981279252124114), np.float64(-4.03882946530459), np.float64(-3.9662736969951156)]], [[np.float64(-71.78572503626452)], [np.float64(-37.280566482771796)], [np.float64(-70.1819173899677)], [np.float64(-52.34925982488432)], [np.float64(-42.390047882478854)]]]","[[0.7727125767639227, 0.42863136982806804, 0.9013353678824866, 0.19910374497059524, np.float64(-8.053195794028944)], [np.float64(-24.58123092772596)]]",[np.float64(0.4175500078002319)],0.5039010251473527
2,"(5, 1)",0.005,500,0.09001503916860029,"[[[np.float64(0.957360004741279), np.float64(0.20778274264596575), np.float64(0.5767582491640099), np.float64(0.5365778860474804), np.float64(0.22499293899495745)], [np.float64(0.9775082291333813), np.float64(0.42350247238656863), np.float64(0.5399542343865235), np.float64(0.11857386411976462), np.float64(0.9068212731074835)], [np.float64(0.8939227561261954), np.float64(0.41160059734810367), np.float64(0.5967631485330394), np.float64(0.3793820732389865), np.float64(0.1279291685190114)], [np.float64(0.46131861806132385), np.float64(0.26337650407961594), np.float64(0.8342376328502875), np.float64(0.9707590009119412), np.float64(0.5903213895893786)]], [[np.float64(0.4837207478136859)], [np.float64(0.5044152333750868)], [np.float64(0.6440047500100228)], [np.float64(0.7272603924926494)], [np.float64(0.051531156878604274)]]]","[[0.033651014342487406, 0.20364833213694855, 0.7737824673720904, 0.7907286376238148, np.float64(0.3589220656271101)], [np.float64(0.6251233811414754)]]",[np.float64(0.04637006988229681)],0.5741340701690144
2,"(5, 1)",0.01,200,0.031207683073820297,"[[[np.float64(-7.9406763907213564), np.float64(-36.99594141637398), np.float64(-6.115996570194888), np.float64(-32.936683430855894), np.float64(-8.201625562333273)], [np.float64(-7.8841953307728385), np.float64(-36.725063579407944), np.float64(-5.153743774927066), np.float64(-33.46445686968836), np.float64(-8.256181907773884)], [np.float64(-7.420256648505779), np.float64(-36.40159469182818), np.float64(-5.58148096310646), np.float64(-32.33867084884694), np.float64(-7.64180012469677)], [np.float64(-6.810050286300317), np.float64(-33.4222540814691), np.float64(-4.780378823460178), np.float64(-30.066460374652838), np.float64(-7.549837731821587)]], [[np.float64(-187.31560035570743)], [np.float64(-310.1019159700518)], [np.float64(-227.32355832881615)], [np.float64(-249.76972810597334)], [np.float64(-238.8128932107269)]]]","[[0.6491529736144298, 0.3936254033185601, 0.034246204964929805, 0.33729930106023054, np.float64(-16.43190323105687)], [np.float64(-121.4675529433499)]]",[np.float64(0.7003161337037583)],0.5050524023930559
2,"(5, 1)",0.01,500,0.031208986860821183,"[[[np.float64(0.6457234819974382), np.float64(-0.8608293840177427), np.float64(-1.4103304145803734), np.float64(-1.130896313343717), np.float64(-0.22973438692600281)], [np.float64(0.6035441958575152), np.float64(-0.3015076272311175), np.float64(-2.2124623648001926), np.float64(-1.5073303802755604), np.float64(-0.9032746381839697)], [np.float64(0.742940358583913), np.float64(-0.7094165501650306), np.float64(-1.5511188754437826), np.float64(-1.103526212833118), np.float64(-1.084968881109034)], [np.float64(0.2238780266033726), np.float64(-0.44297789072016114), np.float64(-1.2462557267807823), np.float64(-0.5649418111233029), np.float64(-1.0021032106525074)]], [[np.float64(-26.06318386735242)], [np.float64(-19.71520869041923)], [np.float64(-20.625932142366768)], [np.float64(-15.759023044477724)], [np.float64(-8.396618151589486)]]]","[[0.8573877918502505, 0.687020707257445, 0.07317336679008468, 0.38100811185567174, np.float64(-2.0397237317158576)], [np.float64(-8.77325884109884)]]",[np.float64(0.36438534986278526)],0.5045623456232491
