provinsi,kabupaten,tahun,indeks_pembangunan_manusia,angka_harapan_hidup_laki,angka_harapan_hidup_perempuan,rerata_lama_sekolah_laki,rerata_lama_sekolah_perempuan,harapan_lama_sekolah,pengeluaran_per_kapita
PAPUA,KotaJayapura,2012,77.25,68,71.78,11.04,10.63,"13,91",14004
INDONESIA,INDONESIA,2012,67.7,68.29,72.22,08.06,07.03,"11,68",9815
ACEH,ACEH,2011,67.45,67.25,71.16,8.7,7.78,"13,03",8044
ACEH,Simeulue,2011,61.03,62.25,65.95,8.73,7.53,"12,66",5781
ACEH,AcehSingkil,2011,63.13,64.82,68.6,7.76,06.07,"12,84",7123
ACEH,AcehSelatan,2011,61.52,61.15,64.81,7.97,7.14,"12,51",6890
ACEH,AcehTenggara,2011,64.27,64.98,68.78,9.15,7.8,"12,66",6731
ACEH,AcehTimur,2011,62.35,66,69.83,7.41,6.58,"11,61",6897
ACEH,AcehTengah,2011,70,66.29,70.13,9.4,8.75,"13,49",9330
ACEH,AcehBarat,2011,66.47,65.25,69.06,8.24,7.17,"14,27",7632
ACEH,AcehBesar,2011,69.94,67.38,71.26,9.68,8.95,"13,91",8246
ACEH,Pidie,2011,66.95,64.27,68.03,8.69,7.37,"13,07",9076
ACEH,Bireuen,2011,67.03,68.28,72.2,8.51,8.34,"13,83",6822
ACEH,AcehUtara,2011,64.22,66.38,70.23,7.81,07.01,"13,69",6465
ACEH,AcehBaratDaya,2011,61.75,61.66,65.34,7.83,7.17,"12,94",6655
ACEH,GayoLues,2011,61.91,62.41,66.11,7.17,5.37,"12,77",7635
ACEH,AcehTamiang,2011,64.89,66.63,70.48,8.1,6.72,"12,34",7455
ACEH,NaganRaya,2011,64.24,66.26,70.1,8.13,6.54,"13,2",6834
ACEH,AcehJaya,2011,65.17,64.41,68.18,7.8,6.82,"12,51",8596
ACEH,BenerMeriah,2011,68.24,66.58,70.43,8.48,7.96,"12,69",9289
ACEH,PidieJaya,2011,68.69,67.06,70.92,8.45,7.23,"13,7",8935
ACEH,KotaBandaAceh,2011,80.87,68.72,72.64,12.3,11.68,"16,06",13846
ACEH,KotaSabang,2011,70.15,67.54,71.42,10.36,9.77,"11,91",9254
ACEH,KotaLangsa,2011,72.15,66.72,70.57,10.45,10.05,"13,61",9713
ACEH,KotaLhokseumawe,2011,72.35,68.55,72.47,10.52,9.65,"14,23",8900
ACEH,KotaSubulussalam,2011,59.34,60.78,64.42,7.42,5.11,"12,89",6230
SUMATERAUTARA,SUMATERAUTARA,2011,67.34,65.76,69.61,09.08,08.06,"11,83",9231
SUMATERAUTARA,Nias,2011,55.55,66.62,70.42,5.33,3.27,"10,35",5505
SUMATERAUTARA,MandailingNatal,2011,61.6,58.96,62.47,7.45,07.03,"11,36",8829
SUMATERAUTARA,TapanuliSelatan,2011,65.14,60.8,64.38,8.34,7.46,"11,93",10213
SUMATERAUTARA,TapanuliTengah,2011,65.16,64.54,68.25,7.91,07.05,"11,71",9222
SUMATERAUTARA,TapanuliUtara,2011,69.24,64.99,68.72,9.28,8,"12,58",10740
SUMATERAUTARA,TobaSamosir/Toba,2011,71.39,66.76,70.57,10.11,9.35,"12,36",10909
SUMATERAUTARA,LabuhanBatu,2011,67.88,67.21,71.03,8.72,7.78,"11,32",9909
SUMATERAUTARA,Asahan,2011,65.87,65.05,68.79,8.13,7.31,"11,36",9652
SUMATERAUTARA,Simalungun,2011,69.03,68,71.85,8.64,7.88,"11,75",10224
SUMATERAUTARA,Dairi,2011,66.62,65.16,68.9,8.77,7.97,"11,37",9461
SUMATERAUTARA,Karo,2011,71.12,68.33,72.19,9.32,8.77,"11,84",11265
SUMATERAUTARA,DeliSerdang,2011,70.25,68.75,72.62,9.41,8.71,"11,14",10647
SUMATERAUTARA,Langkat,2011,65.77,65.07,68.81,08.04,7.15,"11,23",9850
SUMATERAUTARA,NiasSelatan,2011,55.5,64.99,68.72,4.63,2.92,"11,11",6026
SUMATERAUTARA,HumbangHasundutan,2011,64.06,65.59,69.35,9.43,08.01,"12,42",6456
SUMATERAUTARA,PakpakBharat,2011,63.11,62.5,66.14,8.2,7.33,"12,75",7189
SUMATERAUTARA,Samosir,2011,65.81,67.39,71.22,8.96,7.64,"11,98",7467
SUMATERAUTARA,SerdangBedagai,2011,65.28,64.92,68.66,08.06,7.32,"10,73",9771
SUMATERAUTARA,BatuBara,2011,63.95,63.3,66.97,7.94,07.03,"11,35",8922
SUMATERAUTARA,PadangLawasUtara,2011,65.22,64.42,68.13,8.66,8,"11,14",8751
SUMATERAUTARA,PadangLawas,2011,63.28,63.99,67.68,8.29,7.65,"11,29",7656
SUMATERAUTARA,LabuhanBatuSelatan,2011,65.77,66.05,69.83,8.19,7.28,"10,69",9780
SUMATERAUTARA,LabuhanBatuUtara,2011,67.37,66.32,70.1,8.23,7.27,"11,08",10896
SUMATERAUTARA,NiasUtara,2011,57.53,66.28,70.06,6.23,3.69,"11,55",5411
SUMATERAUTARA,NiasBarat,2011,55.43,65.38,69.13,6.53,3.4,"11,54",4969
SUMATERAUTARA,KotaSibolga,2011,69.17,65.08,68.82,9.64,9.17,"11,87",10181
SUMATERAUTARA,KotaTanjungBalai,2011,64.13,59.28,62.8,8.85,8.47,"11,27",9743
SUMATERAUTARA,KotaPematangSiantar,2011,73.61,69.5,73.4,10.78,10.13,"12,3",10987
SUMATERAUTARA,KotaTebingTinggi,2011,70.84,67.89,71.73,10.16,9.25,"11,63",10540
SUMATERAUTARA,KotaMedan,2011,77.54,70.01,73.93,11.05,10.23,"13,57",13647
SUMATERAUTARA,KotaBinjai,2011,70.85,69.24,73.14,9.81,9.27,"11,92",9717
SUMATERAUTARA,KotaPadangsidimpuan,2011,71.08,66.18,69.96,10.35,9.79,"13,66",9298
SUMATERAUTARA,KotaGunungsitoli,2011,63.71,68.05,71.9,8.45,06.09,"12,67",6461
SUMATERABARAT,SUMATERABARAT,2011,67.81,65.9,69.78,8.42,8,"12,52",9409
SUMATERABARAT,KepulauanMentawai,2011,55.9,61.63,65.27,6.63,5.34,"10,97",5381
SUMATERABARAT,PesisirSelatan,2011,65.8,67.34,71.14,7.8,7.36,"12,29",7980
SUMATERABARAT,Solok,2011,65.28,64.79,68.5,7.52,7.11,"12,34",8754
SUMATERABARAT,Sijunjung,2011,62.92,62.82,66.46,7.34,6.93,"10,83",9146
SUMATERABARAT,TanahDatar,2011,66.92,66.08,69.84,7.67,7.5,"12,13",9567
SUMATERABARAT,PadangPariaman,2011,65.89,65.05,68.77,7.27,6.22,"12,49",9795
SUMATERABARAT,Agam,2011,66.94,68.69,72.54,7.99,7.39,"12,07",8478
SUMATERABARAT,LimaPuluhKota,2011,65.2,67.12,70.92,7.48,7.33,"11,57",8354
SUMATERABARAT,Pasaman,2011,61.57,63.72,67.39,7.62,7.22,"11,63",6830
SUMATERABARAT,SolokSelatan,2011,64.81,64.07,67.75,7.48,7.35,"11,8",9024
SUMATERABARAT,Dharmasraya,2011,67.4,67.58,71.39,8.29,7.34,"10,85",10434
SUMATERABARAT,PasamanBarat,2011,62.55,64.88,68.6,7.42,6.95,"11,1",7624
SUMATERABARAT,KotaPadang,2011,78.68,71.15,75.08,10.71,10.32,"14,62",13237
SUMATERABARAT,KotaSolok,2011,74.68,70.29,74.2,10.07,10.56,"13,56",10596
SUMATERABARAT,KotaSawahLunto,2011,67.97,67.08,70.88,09.02,9.23,"12,22",8428
SUMATERABARAT,KotaPadangPanjang,2011,73.76,70.43,74.32,9.71,10.69,"14,29",9185
SUMATERABARAT,KotaBukittinggi,2011,76.3,71.09,75.02,10.49,10.62,"13,42",11728
SUMATERABARAT,KotaPayakumbuh,2011,75.39,70.42,74.32,9.38,9.77,"13,61",12037
SUMATERABARAT,KotaPariaman,2011,73.07,67.45,71.26,9.51,09.06,"13,73",11473
RIAU,RIAU,2011,68.9,68.43,72.3,8.54,7.76,"11,78",9957
RIAU,KuantanSingingi,2011,65.72,65.62,69.42,08.03,6.88,"11,47",9437
RIAU,IndragiriHulu,2011,65.93,67.54,71.4,7.6,6.99,"11,2",9270
RIAU,IndragiriHilir,2011,62.82,64.37,68.12,6.95,6.22,"10,49",9269
RIAU,Pelalawan,2011,66.58,67.79,71.66,7.8,6.52,"10,78",10440
RIAU,Siak,2011,70.2,68.38,72.28,09.02,8.31,"11,49",11046
RIAU,Kampar,2011,69.64,67.66,71.52,8.72,8.1,"11,93",10513
RIAU,RokanHulu,2011,64.2,66.63,70.46,7.56,6.63,"10,87",8490
RIAU,Bengkalis,2011,69.72,68.36,72.25,8.61,08.06,"12,16",10300
RIAU,RokanHilir,2011,64.76,67.09,70.94,7.54,6.78,"10,94",8656
RIAU,KepulauanMeranti,2011,60.38,64.24,67.99,6.9,5.61,"11,53",6849
RIAU,KotaPekanbaru,2011,77.71,69.44,73.37,11.1,10.57,"13,74",13719
RIAU,KotaDumai,2011,70.43,67.95,71.83,9.75,09.06,"11,87",10162
JAMBI,JAMBI,2011,66.14,68.14,72.03,08.05,6.89,"11,6",8664
JAMBI,Kerinci,2011,65.85,66.92,70.75,08.08,6.54,"12,5",8501
JAMBI,Merangin,2011,64.4,68.88,72.78,7.43,5.93,"10,5",8791
JAMBI,Sarolangun,2011,65.2,66.67,70.49,7.29,5.97,"10,74",10378
JAMBI,BatangHari,2011,66.32,67.57,71.43,7.55,6.5,"11,84",8924
JAMBI,MuaroJambi,2011,63.39,68.63,72.53,7.96,07.03,"11,41",6692
JAMBI,TanjungJabungTimur,2011,57.77,63.03,66.73,5.8,4.67,"10,5",7267
JAMBI,TanjungJabungBarat,2011,61.98,65.51,69.29,7.4,6.2,"11,11",7345
JAMBI,Tebo,2011,64.45,67.66,71.52,7.34,6.37,"10,94",8681
JAMBI,Bungo,2011,66.7,64.71,68.47,8.37,7.16,"11,75",10134
JAMBI,KotaJambi,2011,72.96,70.23,74.19,10.48,9.19,"13,17",9805
JAMBI,KotaSungaiPenuh,2011,70.55,69.38,73.3,9.75,8.25,"13,81",8586
SUMATERASELATAN,SUMATERASELATAN,2011,65.12,66.62,70.49,7.87,6.85,"11,21",8803
SUMATERASELATAN,OganKomeringUlu,2011,64.62,65.61,69.43,7.83,7,"11,72",8277
SUMATERASELATAN,OganKomeringIlir,2011,61.68,66,69.83,6.2,5.38,"10,07",8962
SUMATERASELATAN,MuaraEnim,2011,62.82,65.72,69.54,7.82,6.31,"10,72",8107
SUMATERASELATAN,Lahat,2011,62.93,62.11,65.8,7.85,6.98,"11,83",8162
SUMATERASELATAN,MusiRawas,2011,60.63,64.87,68.66,6.43,5.41,"10,15",8152
SUMATERASELATAN,MusiBanyuasin,2011,62.56,66.01,69.84,7.46,6.68,"10,72",7700
SUMATERASELATAN,BanyuAsin,2011,61.04,66.22,70.05,6.67,5.74,"10,52",7519
SUMATERASELATAN,OganKomeringUluSelatan,2011,59.74,63.79,67.54,7.31,6.4,"10,78",6568
SUMATERASELATAN,OganKomeringUluTimur,2011,64.27,65.74,69.56,07.06,5.93,"11,03",9692
SUMATERASELATAN,OganIlir,2011,62.47,62.38,66.08,07.06,6.4,"11,24",8940
SUMATERASELATAN,EmpatLawang,2011,61.86,62.01,65.7,7.39,6.43,"11,25",8317
SUMATERASELATAN,PenukalAbabLematangIlir,2011,,,,,,,
SUMATERASELATAN,MusiRawasUtara,2011,,,,,,,
SUMATERASELATAN,KotaPalembang,2011,74.08,67.77,71.67,10.28,9.14,"12,93",12654
SUMATERASELATAN,KotaPrabumulih,2011,70.32,67.38,71.27,9.31,7.87,"11,84",11052
SUMATERASELATAN,KotaPagarAlam,2011,62.71,63.43,67.17,8.91,7.94,"12,14",6567
SUMATERASELATAN,KotaLubuklinggau,2011,71.62,66.48,70.33,9.48,8.68,"13,02",11381
BENGKULU,BENGKULU,2011,65.96,66.08,69.98,8.34,7.32,"11,88",8572
BENGKULU,BengkuluSelatan,2011,66.5,65.04,68.84,8.94,7.67,"12,55",8526
BENGKULU,RejangLebong,2011,64.92,65.31,69.13,7.88,6.98,"11,76",8469
BENGKULU,BengkuluUtara,2011,64.61,65.36,69.18,7.77,6.45,"11,45",8923
BENGKULU,Kaur,2011,61.85,63.48,67.23,7.97,7,"11,42",6947
BENGKULU,Seluma,2011,61.01,64.41,68.19,7.35,6.23,"11,2",6761
BENGKULU,Mukomuko,2011,63.71,63.73,67.49,7.57,6.66,"11,15",9179
BENGKULU,Lebong,2011,62.43,60.16,63.73,7.73,6.51,"10,86",9601
BENGKULU,Kepahiang,2011,63.44,64.6,68.39,7.86,6.73,"11,46",8197
BENGKULU,BengkuluTengah,2011,62.54,65.63,69.46,7.27,5.68,"11,51",7749
BENGKULU,KotaBengkulu,2011,75.31,67.36,71.25,11.35,10.74,"14,16",11299
LAMPUNG,LAMPUNG,2011,64.2,67.23,71.1,7.6,6.85,"11,04",8118
LAMPUNG,LampungBarat,2011,61.92,63.52,67.27,7.29,6.35,"11,04",8045
LAMPUNG,Tanggamus,2011,60.63,64.65,68.4,6.48,5.87,"10,86",7466
LAMPUNG,LampungSelatan,2011,61.95,65.67,69.5,7,5.82,"10,89",7730
LAMPUNG,LampungTimur,2011,64.1,66.87,70.74,7.36,6.37,"11,3",8328
LAMPUNG,LampungTengah,2011,64.71,66.44,70.3,7.43,6.21,"10,69",9612
LAMPUNG,LampungUtara,2011,62.67,65.48,69.3,7.89,6.93,"11,38",7142
LAMPUNG,WayKanan,2011,62.04,65.76,69.59,6.75,5.87,"10,78",8023
LAMPUNG,Tulangbawang,2011,63.67,66.55,70.41,6.99,6.11,"10,34",9393
LAMPUNG,Pesawaran,2011,59.44,64.88,68.68,7.12,6.2,"11,05",6050
LAMPUNG,Pringsewu,2011,64.86,65.54,69.36,7.41,6.59,"11,83",8433
LAMPUNG,Mesuji,2011,57.32,64.5,68.28,6.16,05.03,"10,06",6402
LAMPUNG,TulangBawangBarat,2011,60.13,66.51,70.37,6.79,5.89,"10,52",6687
LAMPUNG,PesisirBarat,2011,,,,,,,
LAMPUNG,KotaBandarLampung,2011,72.04,68.21,72.13,10.41,9.48,"12,6",10282
LAMPUNG,KotaMetro,2011,72.23,68.6,72.53,10.18,9.31,"13,08",10061
KEP.BANGKABELITUNG,KEP.BANGKABELITUNG,2011,66.59,67.42,71.3,7.69,6.64,"10,7",10808
KEP.BANGKABELITUNG,Bangka,2011,67.37,68.37,72.22,08.08,6.94,"11,19",10019
KEP.BANGKABELITUNG,Belitung,2011,67.17,68.12,71.97,7.61,6.46,"10,28",11433
KEP.BANGKABELITUNG,BangkaBarat,2011,64,67.35,71.17,6.78,5.48,"10,13",10265
KEP.BANGKABELITUNG,BangkaTengah,2011,66.09,67.86,71.69,07.01,5.82,"10,95",10988
KEP.BANGKABELITUNG,BangkaSelatan,2011,60.53,64.4,68.11,5.79,4.96,"9,62",9851
KEP.BANGKABELITUNG,BelitungTimur,2011,65.86,68.95,72.82,7.84,6.55,"10,32",9647
KEP.BANGKABELITUNG,KotaPangkalPinang,2011,75.02,70.21,74.12,9.6,8.7,"12,26",13784
KEPULAUANRIAU,KEPULAUANRIAU,2011,71.61,66.76,70.59,9.76,9.13,"11,61",12513
KEPULAUANRIAU,Karimun,2011,66.82,66.62,70.31,7.39,6.39,"11,68",10673
KEPULAUANRIAU,Bintan,2011,70.47,67.69,71.44,8.56,7.9,"11,32",13077
KEPULAUANRIAU,Natuna,2011,67.76,60.74,64.08,7.83,6.77,"13,08",13101
KEPULAUANRIAU,Lingga,2011,58.51,55.98,59.07,5.83,4.84,"11,03",10539
KEPULAUANRIAU,KepulauanAnambas,2011,63.71,63.83,67.36,6.73,5.23,"11,27",10382
KEPULAUANRIAU,KotaBatam,2011,77.82,70.61,74.53,10.89,10.58,"11,75",16290
KEPULAUANRIAU,KotaTanjungPinang,2011,74.86,69.34,73.19,9.79,9.15,"12,73",13528
DKIJAKARTA,DKIJAKARTA,2011,76.98,70.02,73.8,10.95,9.87,"11,91",15943
DKIJAKARTA,Kep.Seribu,2011,65.79,65.28,68.59,8.18,7.19,"10,59",10653
DKIJAKARTA,KotaJakartaSelatan,2011,81.22,71.75,75.65,11.49,10.19,"12,26",20744
DKIJAKARTA,KotaJakartaTimur,2011,78.82,71.91,75.82,11.2,10.44,"12,28",15563
DKIJAKARTA,KotaJakartaPusat,2011,77.97,71.46,75.35,11.22,10.11,"12,12",15362
DKIJAKARTA,KotaJakartaBarat,2011,77.41,71.22,75.1,10.44,9.18,"11,63",17436
DKIJAKARTA,KotaJakartaUtara,2011,76.12,70.76,74.63,10.52,9.22,"11,47",15903
JAWABARAT,JAWABARAT,2011,66.67,69.68,73.53,08.02,6.88,"10,91",9249
JAWABARAT,Bogor,2011,64.78,68.4,72.26,7.62,5.68,"10,59",8960
JAWABARAT,Sukabumi,2011,61.14,67.58,71.41,6.62,5.49,"10,1",7684
JAWABARAT,Cianjur,2011,59.38,66.91,70.71,6.34,5.86,"10,07",6496
JAWABARAT,Bandung,2011,67.78,70.91,74.85,8.56,7.64,"11,01",8797
JAWABARAT,Garut,2011,60.55,68.4,72.26,7.17,6.24,"10,52",6195
JAWABARAT,Tasikmalaya,2011,61.05,65.73,69.5,6.95,6.33,"11,38",6664
JAWABARAT,Ciamis,2011,65.48,68.11,71.96,7.47,6.83,"12,21",7951
JAWABARAT,Kuningan,2011,65.04,70.08,74,7.39,6.38,11,8231
JAWABARAT,Cirebon,2011,64.17,69.15,73.03,6.41,4.94,11,8890
JAWABARAT,Majalengka,2011,62.67,66.4,70.19,6.78,5.92,"11,08",7987
JAWABARAT,Sumedang,2011,66.16,69.73,73.64,7.93,7.11,"10,93",8653
JAWABARAT,Indramayu,2011,61.47,68.1,71.95,5.81,4.24,"10,87",8356
JAWABARAT,Subang,2011,64.21,69.09,72.97,6.47,5.19,"10,87",9048
JAWABARAT,Purwakarta,2011,65.51,67.93,71.77,7.6,6.43,"10,26",10111
JAWABARAT,Karawang,2011,65.21,69.38,73.27,6.97,5.48,"10,92",9525
JAWABARAT,Bekasi,2011,68.66,70.97,74.92,8.77,7.17,"10,84",9946
JAWABARAT,BandungBarat,2011,62.36,69.52,73.42,7.57,6.85,"10,09",6788
JAWABARAT,Pangandaran,2011,,,,,,,
JAWABARAT,KotaBogor,2011,71.72,70.53,74.46,9.85,8.85,"11,85",10265
JAWABARAT,KotaSukabumi,2011,68.67,69.68,73.58,8.64,7.69,"11,68",9411
JAWABARAT,KotaBandung,2011,78.13,71.7,75.67,10.73,9.92,"12,97",14700
JAWABARAT,KotaCirebon,2011,71.49,69.65,73.56,10,8.64,"12,1",10332
JAWABARAT,KotaBekasi,2011,77.48,72.08,76.07,10.92,9.94,"12,36",14187
JAWABARAT,KotaDepok,2011,76.96,71.82,75.8,10.82,9.6,"12,46",13839
JAWABARAT,KotaCimahi,2011,74.41,71.5,75.47,10.69,10.05,"12,76",10428
JAWABARAT,KotaTasikmalaya,2011,67.18,68.81,72.69,8.44,7.63,"12,24",7909
JAWABARAT,KotaBanjar,2011,67.15,68.05,71.89,08.03,7,"12,02",9121
JAWATENGAH,JAWATENGAH,2011,66.64,70.99,74.92,7.36,6.15,"11,18",9296
JAWATENGAH,Cilacap,2011,64.73,70.58,74.4,6.72,5.71,"10,71",8801
JAWATENGAH,Banyumas,2011,67.45,70.77,74.6,7.47,6.45,"11,78",9241
JAWATENGAH,Purbalingga,2011,64.33,70.66,74.48,6.71,5.57,"10,84",8228
JAWATENGAH,Banjarnegara,2011,61.58,71.2,75.04,6.11,5.45,"9,9",7362
JAWATENGAH,Kebumen,2011,64.05,70.4,74.22,6.93,5.68,"11,65",7457
JAWATENGAH,Purworejo,2011,69.11,71.57,75.43,8.16,6.76,"12,69",8921
JAWATENGAH,Wonosobo,2011,63.07,68.56,72.32,6.27,5.48,"10,09",9275
JAWATENGAH,Magelang,2011,64.16,71.09,74.93,7.27,6.21,"10,96",7458
JAWATENGAH,Boyolali,2011,69.14,73.45,77.36,7.53,5.81,"11,15",11147
JAWATENGAH,Klaten,2011,71.16,74.39,78.34,8.21,6.54,"11,97",10593
JAWATENGAH,Sukoharjo,2011,72.34,75.35,79.33,8.68,7.23,"12,55",9922
JAWATENGAH,Wonogiri,2011,64.75,73.63,77.55,6.5,4.91,"11,31",7928
JAWATENGAH,Karanganyar,2011,71,74.61,78.56,8.33,6.63,"12,11",10023
JAWATENGAH,Sragen,2011,68.12,73.12,77.02,6.89,5.28,"11,21",10509
JAWATENGAH,Grobogan,2011,65.41,71.88,75.75,6.86,5.53,"10,79",8961
JAWATENGAH,Blora,2011,63.88,71.62,75.47,6.19,5.13,"10,79",8246
JAWATENGAH,Rembang,2011,65.36,72.04,75.91,6.51,5.71,"10,81",8705
JAWATENGAH,Pati,2011,65.71,73.27,77.18,6.66,5.48,"10,77",8828
JAWATENGAH,Kudus,2011,69.89,74.32,78.26,8.26,6.75,"11,47",9747
JAWATENGAH,Jepara,2011,67.63,73.58,77.5,7.3,6.15,"11,58",8821
JAWATENGAH,Demak,2011,66.84,73.08,76.98,7.45,6.1,"11,12",8728
JAWATENGAH,Semarang,2011,70.35,73.41,77.32,7.79,6.65,"12,11",10231
JAWATENGAH,Temanggung,2011,64.14,73.21,77.12,6.69,5.83,"10,7",7751
JAWATENGAH,Kendal,2011,66.96,71.99,75.86,6.88,5.6,"11,32",9701
JAWATENGAH,Batang,2011,62.59,72.28,76.16,6.14,4.97,"10,32",7610
JAWATENGAH,Pekalongan,2011,64.72,71.18,75.02,06.07,5.38,"10,99",8576
JAWATENGAH,Pemalang,2011,59.66,70.41,74.22,5.84,4.58,"10,45",6488
JAWATENGAH,Tegal,2011,61.97,68.53,72.28,6.55,05.09,"10,9",7713
JAWATENGAH,Brebes,2011,60.51,65.58,69.23,5.88,4.53,"10,48",8492
JAWATENGAH,KotaMagelang,2011,74.47,74.41,78.35,10.6,9.79,"12,33",9922
JAWATENGAH,KotaSurakarta,2011,78,74.85,78.82,10.65,9.31,"13,34",12464
JAWATENGAH,KotaSalatiga,2011,78.76,74.47,78.42,9.6,8.74,"14,59",13727
JAWATENGAH,KotaSemarang,2011,77.58,75.13,79.1,10.51,9.14,"13,26",12271
JAWATENGAH,KotaPekalongan,2011,69.54,71.97,75.84,08.09,7.18,"11,05",10560
JAWATENGAH,KotaTegal,2011,70.03,71.92,75.78,8.24,6.66,"11,24",10965
DIYOGYAKARTA,DIYOGYAKARTA,2011,75.93,72.47,76.14,9.31,7.8,"14,61",12115
DIYOGYAKARTA,KulonProgo,2011,69.53,72.79,76.81,8.67,7.17,"12,75",8330
DIYOGYAKARTA,Bantul,2011,75.79,71.15,75.07,9.13,7.61,"13,95",13778
DIYOGYAKARTA,GunungKidul,2011,64.83,71.34,75.27,6.51,05.06,"11,83",8138
DIYOGYAKARTA,Sleman,2011,80.04,72.4,76.37,10.62,9.27,"15,45",13882
DIYOGYAKARTA,KotaYogyakarta,2011,82.98,71.98,75.93,11.58,10.5,"15,75",16497
JAWATIMUR,JAWATIMUR,2011,66.06,68.13,72.01,7.49,6.13,"11,62",9396
JAWATIMUR,Pacitan,2011,62.03,67.9,71.75,6.55,5.63,"11,03",7232
JAWATIMUR,Ponorogo,2011,65.28,69.07,72.96,7.1,5.84,"12,33",7849
JAWATIMUR,Trenggalek,2011,64.27,69.74,73.65,6.79,5.94,"11,17",7936
JAWATIMUR,Tulungagung,2011,67.76,70.12,74.05,7.59,6.88,"11,84",8929
JAWATIMUR,Blitar,2011,65.47,69.72,73.63,6.73,6.32,"11,18",8726
JAWATIMUR,Kediri,2011,66.84,69.28,73.18,7.6,6.53,"11,54",9102
JAWATIMUR,Malang,2011,63.97,69.04,72.93,6.97,5.73,"10,78",8300
JAWATIMUR,Lumajang,2011,60.72,66.23,70.02,6.21,5.2,"10,71",7467
JAWATIMUR,Jember,2011,60.64,64.99,68.73,5.96,4.68,"10,99",7732
JAWATIMUR,Banyuwangi,2011,65.48,67.11,70.93,7,5.75,"11,22",9741
JAWATIMUR,Bondowoso,2011,60.46,62.57,66.23,5.95,04.09,"11,72",8418
JAWATIMUR,Situbondo,2011,60.82,65.27,69.02,5.85,4.29,"11,54",7812
JAWATIMUR,Probolinggo,2011,60.3,62.95,66.62,5.74,4.37,"10,4",9359
JAWATIMUR,Pasuruan,2011,61.43,67.11,70.92,6.68,5.26,"10,59",7661
JAWATIMUR,Sidoarjo,2011,74.48,70.76,74.71,9.99,09.01,"12,42",12095
JAWATIMUR,Mojokerto,2011,68.71,69.06,72.94,7.76,6.63,"11,75",10552
JAWATIMUR,Jombang,2011,66.84,68.6,72.47,7.95,6.7,"11,54",9112
JAWATIMUR,Nganjuk,2011,66.58,68.07,71.93,7.42,06.08,"11,15",10100
JAWATIMUR,Madiun,2011,65.98,66.9,70.71,07.08,5.83,"11,65",9995
JAWATIMUR,Magetan,2011,68.52,69.08,72.96,7.75,6.4,"12,42",9635
JAWATIMUR,Ngawi,2011,65.84,68.48,72.34,6.67,5.33,"11,73",9388
JAWATIMUR,Bojonegoro,2011,63.22,67.29,71.12,6.31,5.12,"11,43",8413
JAWATIMUR,Tuban,2011,62.47,67.47,71.3,6.3,4.97,"10,91",8332
JAWATIMUR,Lamongan,2011,66.21,68.64,72.51,7.4,5.93,"11,88",8966
JAWATIMUR,Gresik,2011,71.11,69.53,73.43,8.91,7.64,"12,23",10926
JAWATIMUR,Bangkalan,2011,58.63,66.92,70.73,5.31,4,"10,56",7006
JAWATIMUR,Sampang,2011,55.17,64.84,68.58,3.96,2.4,"9,82",7337
JAWATIMUR,Pamekasan,2011,60.42,63.89,67.6,6.34,4.38,"12,52",6922
JAWATIMUR,Sumenep,2011,58.7,67.21,71.04,5.1,3.47,"11,59",6524
JAWATIMUR,KotaKediri,2011,72.93,70.8,74.75,9.98,8.71,"12,9",10098
JAWATIMUR,KotaBlitar,2011,73.08,69.98,73.9,9.63,9.25,"12,28",11071
JAWATIMUR,KotaMalang,2011,77.36,69.57,73.47,10.1,8.97,"13,71",15015
JAWATIMUR,KotaProbolinggo,2011,68.14,66.82,70.63,8.88,7.43,"12,16",9387
JAWATIMUR,KotaPasuruan,2011,70.41,67.83,71.67,9.58,7.94,"11,94",10705
JAWATIMUR,KotaMojokerto,2011,73.47,69.66,73.57,10.28,9.35,"12,72",10762
JAWATIMUR,KotaMadiun,2011,76.48,69.63,73.54,10.78,9.26,"12,44",13799
JAWATIMUR,KotaSurabaya,2011,77.62,71.11,75.07,10.42,8.93,"12,96",14777
JAWATIMUR,KotaBatu,2011,69.76,69.36,73.25,8.1,7.19,"12,64",9980
BANTEN,BANTEN,2011,68.22,66.78,70.66,8.65,7.22,"11,41",10933
BANTEN,Pandeglang,2011,59.92,60.59,64.23,07.01,5.33,"11,81",7395
BANTEN,Lebak,2011,59.82,63.7,67.44,6.13,05.02,"10,83",7819
BANTEN,Tangerang,2011,68.45,66.87,70.73,8.37,7.18,"10,99",11631
BANTEN,Serang,2011,61.97,60.87,64.52,7.13,5.5,"11,23",9722
BANTEN,KotaTangerang,2011,74.15,69.05,73,10.43,09.03,"11,86",13500
BANTEN,KotaCilegon,2011,69.26,63.85,67.6,9.75,08.07,"11,88",11784
BANTEN,KotaSerang,2011,68.69,65.27,69.07,8.99,7.77,"11,27",11834
BANTEN,KotaTangerangSelatan,2011,76.99,70.02,74,10.95,10.18,"12,43",14037
BALI,BALI,2011,70.87,68.89,72.76,8.72,6.84,"12,12",12307
BALI,Jembrana,2011,67.53,68.94,72.78,8.17,6.32,"11,08",10499
BALI,Tabanan,2011,71.35,70.18,74.06,8.75,6.75,"11,59",13056
BALI,Badung,2011,76.66,71.88,75.82,9.83,08.07,"12,65",15508
BALI,Gianyar,2011,72.5,70.43,74.32,8.77,6.7,"12,64",12761
BALI,Klungkung,2011,67.01,67.51,71.29,7.57,5.62,"12,17",10129
