provinsi,kabupaten,tahun,indeks_pembangunan_manusia,angka_harapan_hidup_laki,angka_harapan_hidup_perempuan,rerata_lama_sekolah_laki,rerata_lama_sekolah_perempuan,harapan_lama_sekolah,pengeluaran_per_kapita
RIAU,RokanHilir,2020,69.15,68.31,72.21,8.63,7.89,"12,68",9362
RIAU,KepulauanMeranti,2020,65.5,65.66,69.59,8.1,7.32,"12,82",7790
RIAU,KotaPekanbaru,2020,81.32,70.41,74.2,11.93,11.41,"15,54",14433
RIAU,KotaDumai,2020,74.4,68.92,72.83,10.35,9.78,"13,12",11751
JAMBI,JAMBI,2020,71.29,69.27,73.07,8.91,8.17,"12,98",10392
JAMBI,Kerinci,2020,71.21,67.98,71.84,9.24,08.03,"13,87",9995
JAMBI,Merangin,2020,69.19,69.34,73.15,8.28,7.35,"11,99",10279
JAMBI,Sarolangun,2020,69.86,67.13,71.16,8.47,7.36,"12,27",11616
JAMBI,BatangHari,2020,69.84,68.61,72.48,8.55,7.98,"12,92",9825
JAMBI,MuaroJambi,2020,69.18,69.34,73.16,8.87,8.29,"12,83",8556
JAMBI,TanjungJabungTimur,2020,64.43,64.3,68.12,6.99,6.38,"12,16",9026
JAMBI,TanjungJabungBarat,2020,67.54,66.11,70.06,8.13,7.21,"12,62",9480
JAMBI,Tebo,2020,69.14,67.96,71.9,8.21,7.25,"12,6",10389
JAMBI,Bungo,2020,69.92,65.77,69.66,8.84,7.79,"12,62",11471
JAMBI,KotaJambi,2020,78.37,70.76,74.5,11.27,10.59,"15,1",12056
JAMBI,KotaSungaiPenuh,2020,75.42,70.22,73.98,11.11,10.17,"14,79",10248
SUMATERASELATAN,SUMATERASELATAN,2020,70.01,68,71.86,8.57,7.9,"12,45",10652
SUMATERASELATAN,OganKomeringUlu,2020,69.32,65.98,70.15,8.92,8.38,"12,6",10020
SUMATERASELATAN,OganKomeringIlir,2020,66.82,66.41,70.57,7.46,6.55,"11,42",10725
SUMATERASELATAN,MuaraEnim,2020,68.74,67.25,70.86,8.24,7.39,"11,97",10951
SUMATERASELATAN,Lahat,2020,67.44,64.01,67.95,8.89,8.11,"12,34",9730
SUMATERASELATAN,MusiRawas,2020,66.79,66.05,70.1,7.83,7.13,"12,08",9520
SUMATERASELATAN,MusiBanyuasin,2020,67.69,66.58,70.71,7.89,7.34,12,10088
SUMATERASELATAN,BanyuAsin,2020,66.74,66.8,70.92,7.64,6.88,"11,75",9850
SUMATERASELATAN,OganKomeringUluSelatan,2020,65.3,64.98,68.97,7.98,7.76,"11,75",8580
SUMATERASELATAN,OganKomeringUluTimur,2020,69.28,67.04,71.05,08.05,7.1,"12,23",11505
SUMATERASELATAN,OganIlir,2020,67.06,63.46,67.38,8.17,7.64,"12,3",10424
SUMATERASELATAN,EmpatLawang,2020,65.25,63.09,66.97,8.11,7.45,"12,06",9350
SUMATERASELATAN,PenukalAbabLematangIlir,2020,64.7,66.09,70.23,7.56,6.54,"12,05",8196
SUMATERASELATAN,MusiRawasUtara,2020,64.49,63.66,67.57,7.47,6.38,"11,57",9783
SUMATERASELATAN,KotaPalembang,2020,78.33,68.74,72.71,10.83,10.03,"14,41",14679
SUMATERASELATAN,KotaPrabumulih,2020,74.55,68.27,72.24,10.18,9.73,"12,91",12723
SUMATERASELATAN,KotaPagarAlam,2020,68.31,64.67,68.64,9.53,9.24,"12,85",8795
SUMATERASELATAN,KotaLubuklinggau,2020,74.78,67.14,71.19,10.26,9.64,"13,37",13243
BENGKULU,BENGKULU,2020,71.4,67.47,71.27,9.18,8.5,"13,61",10380
BENGKULU,BengkuluSelatan,2020,70.63,65.86,69.88,9.69,8.82,"13,61",9837
BENGKULU,RejangLebong,2020,70.44,66.65,70.5,8.62,7.99,"13,83",10234
BENGKULU,BengkuluUtara,2020,68.82,66.16,70.12,8.36,7.47,"12,87",10263
BENGKULU,Kaur,2020,66.99,64.72,68.52,8.95,8.15,"12,99",8593
BENGKULU,Seluma,2020,66.89,65.79,69.66,8.41,7.51,"13,28",8220
BENGKULU,Mukomuko,2020,68.45,64.71,68.54,8.8,7.86,"12,73",10266
BENGKULU,Lebong,2020,67.01,61.29,65.18,8.42,7.56,"12,57",11124
BENGKULU,Kepahiang,2020,68.17,66,69.88,8.56,08.05,"12,9",9273
BENGKULU,BengkuluTengah,2020,67.61,66.14,70.17,7.82,6.89,"13,03",9392
BENGKULU,KotaBengkulu,2020,80.36,68.21,72.05,12.08,11.51,"16,02",13938
LAMPUNG,LAMPUNG,2020,69.69,68.78,72.61,8.36,7.73,"12,65",9982
LAMPUNG,LampungBarat,2020,67.8,65.53,69.5,8.26,7.71,"12,25",9929
LAMPUNG,Tanggamus,2020,66.42,66.54,70.47,7.57,6.87,"12,18",9250
LAMPUNG,LampungSelatan,2020,68.36,67.31,71.24,08.06,7.39,"12,5",9875
LAMPUNG,LampungTimur,2020,69.37,68.71,72.63,8,7.22,"12,85",9983
LAMPUNG,LampungTengah,2020,70.16,67.81,71.77,08.05,7.33,"12,92",11219
LAMPUNG,LampungUtara,2020,67.67,67.17,71.13,8.41,08.01,"12,48",8733
LAMPUNG,WayKanan,2020,67.44,67.36,71.32,08.06,07.08,"12,36",9102
LAMPUNG,Tulangbawang,2020,68.52,67.94,71.89,8.19,7.48,"11,89",10683
LAMPUNG,Pesawaran,2020,65.79,67,70.94,8.17,7.38,"12,36",7892
LAMPUNG,Pringsewu,2020,70.3,68.06,71.98,8.7,08.04,"12,83",10262
LAMPUNG,Mesuji,2020,63.63,66.13,70.12,7.15,6.59,"11,63",7894
LAMPUNG,TulangBawangBarat,2020,65.97,67.98,71.91,7.53,6.96,"12,05",8395
LAMPUNG,PesisirBarat,2020,63.91,61.55,65.34,8.39,7.89,"11,99",8457
LAMPUNG,KotaBandarLampung,2020,77.44,69.36,73.23,11.37,10.59,"14,64",12197
LAMPUNG,KotaMetro,2020,77.19,69.64,73.51,11.15,10.9,"14,47",11906
KEP.BANGKABELITUNG,KEP.BANGKABELITUNG,2020,71.47,68.77,72.59,8.41,7.67,"12,05",12794
KEP.BANGKABELITUNG,Bangka,2020,72.4,69.06,72.94,8.7,7.99,"12,77",12416
KEP.BANGKABELITUNG,Belitung,2020,72.51,69.04,72.93,8.94,08.07,"11,85",13554
KEP.BANGKABELITUNG,BangkaBarat,2020,69.08,68.05,71.98,7.81,7.19,"11,53",12233
KEP.BANGKABELITUNG,BangkaTengah,2020,70.45,69.39,73.23,7.62,6.9,"11,81",12909
KEP.BANGKABELITUNG,BangkaSelatan,2020,66.9,66.1,70.1,7.19,6.2,"11,37",11757
KEP.BANGKABELITUNG,BelitungTimur,2020,70.92,70.07,73.91,8.46,08.05,"11,52",11730
KEP.BANGKABELITUNG,KotaPangkalPinang,2020,78.22,71.36,75.12,10.37,9.61,"13,15",15663
KEPULAUANRIAU,KEPULAUANRIAU,2020,75.59,68.08,71.9,10.25,9.98,"12,87",14209
KEPULAUANRIAU,Karimun,2020,71.44,68.91,72.81,8.48,7.81,"12,42",11885
KEPULAUANRIAU,Bintan,2020,74.13,68.34,72.3,8.94,8.33,"13,1",14482
KEPULAUANRIAU,Natuna,2020,72.72,63.08,66.92,9.13,8.63,"13,9",14705
KEPULAUANRIAU,Lingga,2020,65.29,60.15,63.88,7.2,6.42,"12,45",11998
KEPULAUANRIAU,KepulauanAnambas,2020,68.8,65.2,69.11,7.44,6.72,"12,81",11875
KEPULAUANRIAU,KotaBatam,2020,81.11,71.38,75.17,11.33,10.97,"13,16",18095
KEPULAUANRIAU,KotaTanjungPinang,2020,78.91,70.12,73.97,10.43,10.25,"14,12",15498
DKIJAKARTA,DKIJAKARTA,2020,80.77,71.1,74.8,11.5,10.76,"12,98",18227
DKIJAKARTA,Kep.Seribu,2020,71.63,66.67,70.74,8.94,8.46,"12,57",12412
DKIJAKARTA,KotaJakartaSelatan,2020,84.72,72.23,76.04,12.04,11.3,"13,33",23575
DKIJAKARTA,KotaJakartaTimur,2020,82.66,72.6,76.22,12.2,11.32,"13,86",17438
DKIJAKARTA,KotaJakartaPusat,2020,81.39,72.22,75.92,11.78,11.04,"13,25",17179
DKIJAKARTA,KotaJakartaBarat,2020,81.38,71.72,75.43,11.11,10.23,"12,8",20468
DKIJAKARTA,KotaJakartaUtara,2020,80.29,71.36,75.13,11.28,10.34,"12,63",18437
JAWABARAT,JAWABARAT,2020,72.09,71.3,75,8.97,8.11,"12,5",10845
JAWABARAT,Bogor,2020,70.4,69.24,73.06,8.93,7.71,"12,48",10317
JAWABARAT,Sukabumi,2020,66.88,69.03,72.87,7.77,6.81,"12,23",8823
JAWABARAT,Cianjur,2020,65.36,68.17,72.03,7.49,6.71,"11,99",7980
JAWABARAT,Bandung,2020,72.39,71.67,75.34,9.13,8.71,"12,69",10201
JAWABARAT,Garut,2020,66.12,69.49,73.3,7.89,07.09,"11,91",7876
JAWABARAT,Tasikmalaya,2020,65.67,67.51,71.39,7.63,07.04,"12,53",7852
JAWABARAT,Ciamis,2020,70.49,69.92,73.72,7.95,7.52,"14,06",9288
JAWABARAT,Kuningan,2020,69.38,71.72,75.42,08.01,7.28,"12,22",9459
JAWABARAT,Cirebon,2020,68.75,70.08,73.87,7.43,6.63,"12,25",10342
JAWABARAT,Majalengka,2020,67.59,68.31,72.18,7.7,6.73,"12,22",9521
JAWABARAT,Sumedang,2020,71.64,70.52,74.3,8.69,8.33,"12,97",10217
JAWABARAT,Indramayu,2020,67.29,69.72,73.52,07.01,5.53,"12,25",9859
JAWABARAT,Subang,2020,68.95,70.46,74.22,7.57,6.53,"11,7",10790
JAWABARAT,Purwakarta,2020,70.82,69.05,72.89,8.76,7.65,"12,11",11614
JAWABARAT,Karawang,2020,70.66,70.25,74.03,8.41,6.96,"12,09",11315
JAWABARAT,Bekasi,2020,74.07,71.81,75.5,9.76,8.62,"13,09",11241
JAWABARAT,BandungBarat,2020,68.08,70.43,74.2,8.71,7.82,"11,87",8455
JAWABARAT,Pangandaran,2020,68.06,69.49,73.29,8.26,7.44,"12,07",9084
JAWABARAT,KotaBogor,2020,76.11,71.74,75.44,10.73,9.93,"13,41",11564
JAWABARAT,KotaSukabumi,2020,74.21,70.52,74.28,10.11,9.23,"13,47",10999
JAWABARAT,KotaBandung,2020,81.51,72.45,75.97,11.1,10.4,"14,2",16887
JAWABARAT,KotaCirebon,2020,74.89,70.35,74.13,10.48,9.33,"13,12",11800
JAWABARAT,KotaBekasi,2020,81.5,73.22,76.71,11.86,10.92,14,15776
JAWABARAT,KotaDepok,2020,80.97,72.61,76.42,11.6,10.7,"13,92",15281
JAWABARAT,KotaCimahi,2020,77.83,72.19,75.77,11.04,10.63,"13,8",12025
JAWABARAT,KotaTasikmalaya,2020,73.04,70.25,74.02,9.53,9,"13,45",10263
JAWABARAT,KotaBanjar,2020,71.7,69.04,72.89,8.96,8.23,"13,23",10535
JAWATENGAH,JAWATENGAH,2020,71.87,72.51,76.3,8.16,7.24,"12,7",10930
JAWATENGAH,Cilacap,2020,69.95,71.85,75.56,7.46,6.49,"12,5",10440
JAWATENGAH,Banyumas,2020,71.98,71.8,75.55,7.97,7.24,"12,85",11448
JAWATENGAH,Purbalingga,2020,68.97,71.22,74.99,7.48,6.87,"11,99",9914
JAWATENGAH,Banjarnegara,2020,67.45,72.31,75.99,6.9,6.57,"11,46",9263
JAWATENGAH,Kebumen,2020,69.81,71.5,75.24,7.98,7.1,"13,34",8901
JAWATENGAH,Purworejo,2020,72.68,72.85,76.51,8.85,7.7,"13,5",10163
JAWATENGAH,Wonosobo,2020,68.22,69.89,73.7,07.02,6.61,"11,75",10621
JAWATENGAH,Magelang,2020,69.87,71.84,75.55,8.31,7.29,"12,54",9301
JAWATENGAH,Boyolali,2020,74.25,74.15,77.85,8.64,7.25,"12,56",12910
JAWATENGAH,Klaten,2020,75.56,75.01,78.69,9.17,08.07,"13,25",11921
JAWATENGAH,Sukoharjo,2020,76.98,75.9,79.61,9.96,8.87,"13,83",11325
JAWATENGAH,Wonogiri,2020,70.25,74.35,78.02,7.92,6.8,"12,49",9286
JAWATENGAH,Karanganyar,2020,75.86,75.72,79.32,9.33,08.02,"13,68",11428
JAWATENGAH,Sragen,2020,73.95,73.91,77.54,8.41,6.93,"12,83",12589
JAWATENGAH,Grobogan,2020,69.87,72.9,76.54,7.36,6.5,"12,3",10221
JAWATENGAH,Blora,2020,68.84,72.54,76.21,7.4,6.3,"12,2",9571
JAWATENGAH,Rembang,2020,70.02,72.67,76.34,7.72,6.68,"12,11",10328
JAWATENGAH,Pati,2020,71.77,74.22,78.01,08.04,6.91,"12,65",10390
JAWATENGAH,Kudus,2020,75,74.8,78.57,9.38,8.18,"13,23",11160
JAWATENGAH,Jepara,2020,71.99,74.04,77.81,08.08,7.12,"12,75",10343
JAWATENGAH,Demak,2020,72.22,73.59,77.29,8.28,7.22,"13,31",10128
JAWATENGAH,Semarang,2020,74.1,73.93,77.61,8.45,7.63,"12,97",11966
JAWATENGAH,Temanggung,2020,69.57,73.75,77.49,7.53,07.01,"12,14",9343
JAWATENGAH,Kendal,2020,72.29,72.58,76.26,8.1,6.84,"12,95",11425
JAWATENGAH,Batang,2020,68.65,72.84,76.58,7.43,6.53,"12,01",9431
JAWATENGAH,Pekalongan,2020,69.63,71.79,75.52,7.28,6.57,"12,41",10312
JAWATENGAH,Pemalang,2020,66.32,71.5,75.24,6.95,5.94,"11,95",8461
JAWATENGAH,Tegal,2020,68.39,69.68,73.47,7.6,6.32,"12,67",9612
JAWATENGAH,Brebes,2020,66.11,67.4,71.23,6.77,5.45,"12,04",10058
JAWATENGAH,KotaMagelang,2020,78.99,75.04,78.74,11.11,10.16,"14,14",12210
JAWATENGAH,KotaSurakarta,2020,82.21,75.45,79.12,11.25,10.3,"14,87",14761
JAWATENGAH,KotaSalatiga,2020,83.14,75.45,79.29,11,10.06,"15,41",15699
JAWATENGAH,KotaSemarang,2020,83.05,75.59,79.26,11.42,10.16,"15,52",15243
JAWATENGAH,KotaPekalongan,2020,74.98,72.5,76.18,09.06,8.78,"12,84",12467
JAWATENGAH,KotaTegal,2020,75.07,72.61,76.38,8.88,08.02,"13,05",12999
DIYOGYAKARTA,DIYOGYAKARTA,2020,79.97,73.22,76.83,9.96,9.16,"15,59",14015
DIYOGYAKARTA,KulonProgo,2020,74.46,73.38,77.15,9.28,8.47,"14,26",10041
DIYOGYAKARTA,Bantul,2020,80.01,71.96,75.68,10.08,09.05,"15,17",15517
DIYOGYAKARTA,GunungKidul,2020,69.98,72.21,75.93,7.89,6.62,"12,97",9486
DIYOGYAKARTA,Sleman,2020,83.84,72.94,76.68,11.33,10.48,"16,73",15926
DIYOGYAKARTA,KotaYogyakarta,2020,86.61,72.78,76.37,11.88,11.03,"17,43",18678
JAWATIMUR,JAWATIMUR,2020,71.71,69.42,73.27,8.3,7.3,"13,19",11601
JAWATIMUR,Pacitan,2020,68.39,69.96,73.82,7.99,07.07,"12,64",8796
JAWATIMUR,Ponorogo,2020,70.81,70.8,74.62,7.87,7.11,"13,73",9670
JAWATIMUR,Trenggalek,2020,69.74,71.81,75.56,7.74,7.38,"12,35",9630
JAWATIMUR,Tulungagung,2020,73,72.16,75.88,8.51,8.16,"13,31",10705
JAWATIMUR,Blitar,2020,70.58,71.58,75.35,7.8,7.19,"12,46",10654
JAWATIMUR,Kediri,2020,72.05,70.64,74.46,8.38,7.65,"13,15",11000
JAWATIMUR,Malang,2020,70.36,70.58,74.41,7.76,07.09,"13,18",10028
JAWATIMUR,Lumajang,2020,65.46,68.06,72.02,07.01,5.87,"11,81",9088
JAWATIMUR,Jember,2020,67.11,67.11,71.08,7.17,5.97,"13,42",9294
JAWATIMUR,Banyuwangi,2020,70.62,68.61,72.58,7.65,6.55,"12,8",12140
JAWATIMUR,Bondowoso,2020,66.43,64.71,68.65,6.66,5.27,"13,28",10610
JAWATIMUR,Situbondo,2020,67.38,67.09,71.04,7.3,5.78,"13,15",9857
JAWATIMUR,Probolinggo,2020,66.07,65.17,69.12,6.78,5.45,"12,35",10859
JAWATIMUR,Pasuruan,2020,68.6,68.19,72.15,08.08,6.9,"12,41",10164
JAWATIMUR,Sidoarjo,2020,80.29,72.12,75.83,10.8,10.03,"14,93",14458
JAWATIMUR,Mojokerto,2020,73.83,70.57,74.38,9.12,7.98,"12,88",12779
JAWATIMUR,Jombang,2020,72.97,70.43,74.26,09.01,08.09,"13,27",11261
JAWATIMUR,Nganjuk,2020,71.72,69.54,73.43,8.2,7.27,"12,86",12130
JAWATIMUR,Madiun,2020,71.73,69.38,73.27,8.43,7.31,"13,16",11574
JAWATIMUR,Magetan,2020,73.92,70.61,74.46,8.79,7.63,"14,03",11776
JAWATIMUR,Ngawi,2020,70.54,70.33,74.16,7.65,6.58,"12,7",11418
JAWATIMUR,Bojonegoro,2020,69.04,69.57,73.44,7.82,6.8,"12,39",10121
JAWATIMUR,Tuban,2020,68.4,69.43,73.32,7.41,6.56,"12,21",10238
JAWATIMUR,Lamongan,2020,72.58,70.43,74.26,8.5,7.58,"13,48",11456
JAWATIMUR,Gresik,2020,76.11,70.69,74.52,9.83,8.88,"13,73",13246
JAWATIMUR,Bangkalan,2020,64.11,68.15,72.1,6.71,5.25,"11,6",8610
JAWATIMUR,Sampang,2020,62.7,65.99,69.98,5.54,4.23,"12,37",8739
JAWATIMUR,Pamekasan,2020,66.26,65.54,69.51,7.51,5.85,"13,64",8739
JAWATIMUR,Sumenep,2020,66.43,69.41,73.29,6.85,4.93,"13,2",8888
JAWATIMUR,KotaKediri,2020,78.23,72.09,75.84,10.8,9.37,"15,26",12239
JAWATIMUR,KotaBlitar,2020,78.57,71.82,75.56,10.51,9.92,"14,32",13733
JAWATIMUR,KotaMalang,2020,81.45,71.31,75.13,10.98,9.99,"15,51",16593
JAWATIMUR,KotaProbolinggo,2020,73.27,68.25,72.21,9.47,8.12,"13,59",12180
JAWATIMUR,KotaPasuruan,2020,75.26,69.52,73.4,9.99,8.46,"13,62",13281
JAWATIMUR,KotaMojokerto,2020,78.04,71.36,75.16,10.99,9.72,14,13499
JAWATIMUR,KotaMadiun,2020,80.91,70.85,74.67,11.68,10.67,"14,4",16018
JAWATIMUR,KotaSurabaya,2020,82.23,72.26,75.97,11.02,9.89,"14,8",17755
JAWATIMUR,KotaBatu,2020,75.9,70.62,74.49,9.43,8.8,"14,13",12824
BANTEN,BANTEN,2020,72.45,68.08,71.93,9.33,8.45,"12,89",11964
BANTEN,Pandeglang,2020,65,62.69,66.54,7.6,6.61,"13,47",8572
BANTEN,Lebak,2020,63.91,65.19,69.13,6.77,5.98,"11,97",8690
BANTEN,Tangerang,2020,71.92,67.86,71.81,8.88,7.71,"12,82",12203
BANTEN,Serang,2020,66.7,62.68,66.5,08.03,6.97,"12,57",10665
BANTEN,KotaTangerang,2020,78.25,69.61,73.49,11.02,10.41,"13,85",14484
BANTEN,KotaCilegon,2020,73.05,64.66,68.58,10.37,9.23,"13,16",13010
BANTEN,KotaSerang,2020,72.16,65.87,69.94,9.5,8.35,"12,78",13212
BANTEN,KotaTangerangSelatan,2020,81.36,70.51,74.31,12.08,11.1,"14,47",15667
BALI,BALI,2020,75.5,70.28,74.03,9.68,8.21,"13,33",13929
BALI,Jembrana,2020,72.36,70.4,74.22,9.25,7.39,"12,65",11790
BALI,Tabanan,2020,76.17,71.74,75.48,9.76,8.24,13,14494
BALI,Badung,2020,81.6,73.26,76.77,10.93,9.7,"13,98",17503
BALI,Gianyar,2020,77.36,71.78,75.5,9.78,8.34,"13,89",14544
BALI,Klungkung,2020,71.73,69.27,73.14,9.22,7.13,"12,99",11376
BALI,Bangli,2020,69.36,68.51,72.44,8.1,6.47,"12,34",11268
BALI,Karangasem,2020,67.35,68.47,72.38,7.35,5.28,"12,41",10237
BALI,Buleleng,2020,72.55,69.87,73.71,8.15,6.43,"13,07",13463
BALI,KotaDenpasar,2020,83.93,72.96,76.61,11.87,11.13,14,19723
NUSATENGGARABARAT,NUSATENGGARABARAT,2020,68.25,64.63,68.39,08.08,6.64,"13,7",10351
NUSATENGGARABARAT,LombokBarat,2020,68.2,65.01,68.84,7.25,5.68,"13,71",11304
NUSATENGGARABARAT,LombokTengah,2020,66.43,64.29,68.09,7.11,5.41,"13,67",9952
NUSATENGGARABARAT,LombokTimur,2020,66.3,64.06,67.85,7.44,6.17,"13,69",9409
NUSATENGGARABARAT,Sumbawa,2020,67.61,65.59,69.45,8.42,7.55,"13,06",9146
NUSATENGGARABARAT,Dompu,2020,67.84,64.89,68.71,8.95,7.99,"13,32",8889
NUSATENGGARABARAT,Bima,2020,66.3,64.42,68.21,8.46,7.46,"13,29",8468
NUSATENGGARABARAT,SumbawaBarat,2020,71.63,66.12,69.99,9.14,8.14,"13,62",11536
NUSATENGGARABARAT,LombokUtara,2020,64.42,65.23,69.06,6.73,5.25,"12,72",9006
NUSATENGGARABARAT,KotaMataram,2020,78.91,69.86,73.64,10.5,9.17,"15,59",14968
NUSATENGGARABARAT,KotaBima,2020,75.81,68.44,72.29,11,10.06,15,11105
NUSATENGGARATIMUR,NUSATENGGARATIMUR,2020,65.19,65.15,68.96,08.01,7.28,"13,18",7598
NUSATENGGARATIMUR,SumbaBarat,2020,63.53,65.1,68.98,6.91,6.33,"13,11",7321
NUSATENGGARATIMUR,SumbaTimur,2020,65.52,63.18,66.98,7.12,7.1,"12,82",9406
NUSATENGGARATIMUR,Kupang,2020,64.32,62.69,66.47,7.77,7.23,"13,85",7526
NUSATENGGARATIMUR,TimorTengahSelatan,2020,62.15,64.47,68.3,7.1,6.34,"12,57",6861
NUSATENGGARATIMUR,TimorTengahUtara,2020,63.53,64.99,68.86,08.04,7.6,"13,31",6364
NUSATENGGARATIMUR,Belu,2020,62.68,62.68,66.45,7.47,07.07,"12,27",7479
NUSATENGGARATIMUR,Alor,2020,61.33,59.6,63.26,8.88,8,"12,23",6786
NUSATENGGARATIMUR,Lembata,2020,64.74,65.08,68.96,09.07,7.57,"12,42",7305
NUSATENGGARATIMUR,FloresTimur,2020,64.22,63.26,67.06,8.28,07.05,"12,91",7631
NUSATENGGARATIMUR,Sikka,2020,65.11,65.25,69.14,7.27,6.59,"13,16",8081
NUSATENGGARATIMUR,Ende,2020,67.04,63.36,67.13,8.35,7.53,"13,78",9094
NUSATENGGARATIMUR,Ngada,2020,67.88,65.98,69.96,8.61,8.44,"12,7",8865
NUSATENGGARATIMUR,Manggarai,2020,64.54,65.04,68.91,7.96,07.02,"13,41",7203
NUSATENGGARATIMUR,RoteNdao,2020,62.39,62.66,66.43,7.96,7.43,"13,18",6539
NUSATENGGARATIMUR,ManggaraiBarat,2020,63.89,65.34,69.29,7.87,6.78,"12,28",7468
NUSATENGGARATIMUR,SumbaTengah,2020,61.53,66.39,70.3,6.5,6.23,"12,96",6108
NUSATENGGARATIMUR,SumbaBaratDaya,2020,62.28,66.54,70.43,6.43,06.09,"13,06",6372
NUSATENGGARATIMUR,Nagekeo,2020,65.81,65.13,69.03,7.89,7.88,"12,48",8309
NUSATENGGARATIMUR,ManggaraiTimur,2020,60.85,66.06,69.96,7.43,6.66,"11,99",5818
NUSATENGGARATIMUR,SabuRaijua,2020,57.02,58.78,62.41,6.34,6.84,"13,14",5265
NUSATENGGARATIMUR,Malaka,2020,60.21,63.02,66.82,7.2,6.48,"12,78",5901
NUSATENGGARATIMUR,KotaKupang,2020,79.71,67.57,71.43,12,11.25,"16,4",13337
KALIMANTANBARAT,KALIMANTANBARAT,2020,67.66,68.8,72.67,7.88,6.84,"12,6",8930
KALIMANTANBARAT,Sambas,2020,67.03,66.92,70.85,7.35,6.1,"12,61",9858
KALIMANTANBARAT,Bengkayang,2020,67.87,71.92,75.57,7.23,6.13,"12,09",9102
KALIMANTANBARAT,Landak,2020,65.98,70.89,74.69,7.99,6.65,"12,4",7357
KALIMANTANBARAT,Mempawah,2020,65.74,68.98,72.96,7.4,6.71,"12,39",7801
KALIMANTANBARAT,Sanggau,2020,65.77,69.43,73.3,7.64,6.65,"11,57",8245
KALIMANTANBARAT,Ketapang,2020,67.17,69.05,73.01,7.89,6.75,"11,8",9163
KALIMANTANBARAT,Sintang,2020,66.88,69.74,73.59,7.49,6.49,"12,03",8728
KALIMANTANBARAT,KapuasHulu,2020,65.69,70.57,74.34,7.96,6.94,"12,05",7162
KALIMANTANBARAT,Sekadau,2020,64.76,69.86,73.71,7.6,6.24,"11,88",7434
KALIMANTANBARAT,Melawi,2020,65.55,71.01,74.77,7.32,6.44,"11,16",8332
KALIMANTANBARAT,KayongUtara,2020,62.68,66.12,70.23,6.6,5.38,"11,82",7842
KALIMANTANBARAT,KubuRaya,2020,67.95,68.53,72.5,7.55,6.64,"13,82",8709
KALIMANTANBARAT,KotaPontianak,2020,79.44,71.02,74.81,10.5,9.85,15,14465
KALIMANTANBARAT,KotaSingkawang,2020,71.94,70.09,73.93,8.3,7.53,"12,9",11650
KALIMANTANTENGAH,KALIMANTANTENGAH,2020,71.05,67.84,71.66,8.89,8.25,"12,66",11154
KALIMANTANTENGAH,KotawaringinBarat,2020,72.87,68.56,72.49,8.85,7.89,"12,72",13109
KALIMANTANTENGAH,KotawaringinTimur,2020,71.31,67.81,71.77,8.52,7.68,"12,84",11854
KALIMANTANTENGAH,Kapuas,2020,69.48,66.71,70.66,7.9,7.44,"12,92",11015
KALIMANTANTENGAH,BaritoSelatan,2020,70.22,65.08,68.99,9.25,8.47,"12,55",11486
KALIMANTANTENGAH,BaritoUtara,2020,70.59,69.3,73.19,09.03,8.31,"12,49",9936
KALIMANTANTENGAH,Sukamara,2020,68.03,69.52,73.42,8.56,7.32,"12,12",8674
KALIMANTANTENGAH,Lamandau,2020,70.51,67.32,71.28,8.69,08.09,"12,48",11190
KALIMANTANTENGAH,Seruyan,2020,67.58,67.44,71.18,8.29,7.52,"11,99",9370
KALIMANTANTENGAH,Katingan,2020,68.68,63.77,67.66,8.98,8.22,"12,67",10548
KALIMANTANTENGAH,PulangPisau,2020,68.45,66.01,69.97,8.36,08.02,"12,41",10047
KALIMANTANTENGAH,GunungMas,2020,70.81,68.34,72.31,9.22,9,"11,78",10793
KALIMANTANTENGAH,BaritoTimur,2020,71.39,66.16,70.15,9.67,8.93,"12,83",11319
KALIMANTANTENGAH,MurungRaya,2020,67.98,67.46,71.43,8.39,7.22,"11,75",10419
KALIMANTANTENGAH,KotaPalangkaRaya,2020,80.77,71.25,75.06,11.65,11.4,"14,95",14055
KALIMANTANSELATAN,KALIMANTANSELATAN,2020,70.91,66.76,70.62,8.7,7.88,"12,68",12032
KALIMANTANSELATAN,TanahLaut,2020,69.38,67.45,71.37,8.33,7.33,"12,01",11207
KALIMANTANSELATAN,Kotabaru,2020,68.86,67.23,71.13,7.98,6.92,"11,93",11530
KALIMANTANSELATAN,Banjar,2020,69.18,65.22,69.11,08.05,6.82,"12,44",12603
KALIMANTANSELATAN,BaritoKuala,2020,66.22,64.13,67.97,7.69,6.73,"12,39",9805
KALIMANTANSELATAN,Tapin,2020,70.11,68.42,72.3,8.52,7.38,"11,94",11841
KALIMANTANSELATAN,HuluSungaiSelatan,2020,68.85,64.01,67.85,8.1,7.53,"12,17",12672
KALIMANTANSELATAN,HuluSungaiTengah,2020,68.84,64.06,67.88,8.48,7.7,"12,2",12153
KALIMANTANSELATAN,HuluSungaiUtara,2020,65.59,61.92,65.67,8.16,7.27,"12,91",9527
KALIMANTANSELATAN,Tabalong,2020,72.19,68.46,72.36,9.56,8.62,"12,72",11283
KALIMANTANSELATAN,TanahBumbu,2020,70.71,68.37,72.25,8.44,7.45,"12,37",11718
KALIMANTANSELATAN,Balangan,2020,68.82,65.71,69.64,8.28,07.04,"12,46",11452
KALIMANTANSELATAN,KotaBanjarmasin,2020,77.1,69.18,73.03,11.09,9.41,"13,93",14306
